"Cluster"	"myCluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"CMP"	"CMP"	"GO:0050543"	"icosatetraenoic acid binding"	"1/22"	"11/22669"	0.0106260531461829	0.0606060309419121	0.0324478750051979	"20201"	1
"CMP"	"CMP"	"GO:0030881"	"beta-2-microglobulin binding"	"1/22"	"12/22669"	0.0115866951636064	0.0606060309419121	0.0324478750051979	"14972"	1
"CMP"	"CMP"	"GO:0046977"	"TAP binding"	"1/22"	"12/22669"	0.0115866951636064	0.0606060309419121	0.0324478750051979	"14972"	1
"CMP"	"CMP"	"GO:0019887"	"protein kinase regulator activity"	"2/22"	"170/22669"	0.01170362260512	0.0606060309419121	0.0324478750051979	"66197/18712"	2
"CMP"	"CMP"	"GO:0002161"	"aminoacyl-tRNA editing activity"	"1/22"	"13/22669"	0.0125464467947315	0.0606060309419121	0.0324478750051979	"102436"	1
"CMP"	"CMP"	"GO:0035497"	"cAMP response element binding"	"1/22"	"13/22669"	0.0125464467947315	0.0606060309419121	0.0324478750051979	"16476"	1
"CMP"	"CMP"	"GO:0005545"	"1-phosphatidylinositol binding"	"1/22"	"14/22669"	0.0135053088255631	0.0606060309419121	0.0324478750051979	"69368"	1
"CMP"	"CMP"	"GO:0035325"	"Toll-like receptor binding"	"1/22"	"14/22669"	0.0135053088255631	0.0606060309419121	0.0324478750051979	"20201"	1
"CMP"	"CMP"	"GO:0044548"	"S100 protein binding"	"1/22"	"14/22669"	0.0135053088255631	0.0606060309419121	0.0324478750051979	"20195"	1
"CMP"	"CMP"	"GO:0004252"	"serine-type endopeptidase activity"	"2/22"	"186/22669"	0.0138870798683059	0.0606060309419121	0.0324478750051979	"73106/50701"	2
"CMP"	"CMP"	"GO:0008320"	"protein transmembrane transporter activity"	"1/22"	"15/22669"	0.0144632820414461	0.0606060309419121	0.0324478750051979	"20335"	1
"CMP"	"CMP"	"GO:0140318"	"protein transporter activity"	"1/22"	"15/22669"	0.0144632820414461	0.0606060309419121	0.0324478750051979	"20335"	1
"CMP"	"CMP"	"GO:0043024"	"ribosomal small subunit binding"	"1/22"	"16/22669"	0.0154203672270684	0.0606060309419121	0.0324478750051979	"18712"	1
"CMP"	"CMP"	"GO:0019207"	"kinase regulator activity"	"2/22"	"202/22669"	0.0162337230253142	0.0606060309419121	0.0324478750051979	"66197/18712"	2
"CMP"	"CMP"	"GO:0042608"	"T cell receptor binding"	"1/22"	"17/22669"	0.0163765651664587	0.0606060309419121	0.0324478750051979	"14972"	1
"CMP"	"CMP"	"GO:0070492"	"oligosaccharide binding"	"1/22"	"17/22669"	0.0163765651664587	0.0606060309419121	0.0324478750051979	"16852"	1
"CMP"	"CMP"	"GO:0008236"	"serine-type peptidase activity"	"2/22"	"207/22669"	0.016999709527225	0.0606060309419121	0.0324478750051979	"73106/50701"	2
"CMP"	"CMP"	"GO:0022884"	"macromolecule transmembrane transporter activity"	"1/22"	"18/22669"	0.0173318766429876	0.0606060309419121	0.0324478750051979	"20335"	1
"CMP"	"CMP"	"GO:0017171"	"serine hydrolase activity"	"2/22"	"212/22669"	0.0177809828603587	0.0606060309419121	0.0324478750051979	"73106/50701"	2
"CMP"	"CMP"	"GO:0005539"	"glycosaminoglycan binding"	"2/22"	"213/22669"	0.0179390585717835	0.0606060309419121	0.0324478750051979	"73106/50701"	2
"CMP"	"CMP"	"GO:0042288"	"MHC class I protein binding"	"1/22"	"19/22669"	0.01828630243937	0.0606060309419121	0.0324478750051979	"14972"	1
"CMP"	"CMP"	"GO:0004129"	"cytochrome-c oxidase activity"	"1/22"	"22/22669"	0.021144273564931	0.0625131482134193	0.0334689269019214	"12866"	1
"CMP"	"CMP"	"GO:0015002"	"heme-copper terminal oxidase activity"	"1/22"	"22/22669"	0.021144273564931	0.0625131482134193	0.0334689269019214	"12866"	1
"CMP"	"CMP"	"GO:0016676"	"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor"	"1/22"	"22/22669"	0.021144273564931	0.0625131482134193	0.0334689269019214	"12866"	1
"CMP"	"CMP"	"GO:0016675"	"oxidoreductase activity, acting on a heme group of donors"	"1/22"	"23/22669"	0.022095164454743	0.0625131482134193	0.0334689269019214	"12866"	1
"CMP"	"CMP"	"GO:0071837"	"HMG box domain binding"	"1/22"	"23/22669"	0.022095164454743	0.0625131482134193	0.0334689269019214	"16476"	1
"CMP"	"CMP"	"GO:0070412"	"R-SMAD binding"	"1/22"	"24/22669"	0.02304517356814	0.0636485746167675	0.0340768230706831	"16476"	1
"CMP"	"CMP"	"GO:1904680"	"peptide transmembrane transporter activity"	"1/22"	"27/22669"	0.0258899180344019	0.0686233750466855	0.0367402824660113	"20335"	1
"CMP"	"CMP"	"GO:1901681"	"sulfur compound binding"	"2/22"	"260/22669"	0.026029556052191	0.0686233750466855	0.0367402824660113	"73106/50701"	2
"CMP"	"CMP"	"GO:0043236"	"laminin binding"	"1/22"	"32/22669"	0.0306135958411889	0.0771995025560417	0.0413318570853581	"16852"	1
"CMP"	"CMP"	"GO:1901567"	"fatty acid derivative binding"	"1/22"	"35/22669"	0.0334372988373677	0.0808701246478715	0.0432970721798949	"20201"	1
"CMP"	"CMP"	"GO:0060589"	"nucleoside-triphosphatase regulator activity"	"2/22"	"298/22669"	0.0334634998542916	0.0808701246478715	0.0432970721798949	"16476/11983"	2
"CMP"	"CMP"	"GO:0004812"	"aminoacyl-tRNA ligase activity"	"1/22"	"41/22669"	0.0390611688178684	0.0871364535167833	0.0466520032440128	"102436"	1
"CMP"	"CMP"	"GO:0016875"	"ligase activity, forming carbon-oxygen bonds"	"1/22"	"41/22669"	0.0390611688178684	0.0871364535167833	0.0466520032440128	"102436"	1
"CMP"	"CMP"	"GO:0042605"	"peptide antigen binding"	"1/22"	"46/22669"	0.0437238539640284	0.0939253159227278	0.0502866936428397	"14972"	1
"CMP"	"CMP"	"GO:0001102"	"RNA polymerase II activating transcription factor binding"	"1/22"	"49/22669"	0.046511090580604	0.0963444019169654	0.0515818485762337	"16476"	1
"Ery"	"Ery"	"GO:0003735"	"structural constituent of ribosome"	"3/18"	"158/22669"	0.000251019557992853	0.00972884866761205	0.0048706687809611	"57808/67248/68836"	3
"Ery"	"Ery"	"GO:0004175"	"endopeptidase activity"	"4/18"	"453/22669"	0.000385488709159426	0.00972884866761205	0.0048706687809611	"19152/13034/109901/50701"	4
"Ery"	"Ery"	"GO:0004252"	"serine-type endopeptidase activity"	"3/18"	"186/22669"	0.000405032620146258	0.00972884866761205	0.0048706687809611	"19152/109901/50701"	3
"Ery"	"Ery"	"GO:0008236"	"serine-type peptidase activity"	"3/18"	"207/22669"	0.000553413556362849	0.00972884866761205	0.0048706687809611	"19152/109901/50701"	3
"Ery"	"Ery"	"GO:0017171"	"serine hydrolase activity"	"3/18"	"212/22669"	0.000593222479732442	0.00972884866761205	0.0048706687809611	"19152/109901/50701"	3
"Ery"	"Ery"	"GO:0008503"	"benzodiazepine receptor activity"	"1/18"	"11/22669"	0.00870171219868865	0.0618857703695894	0.0309826064751475	"12257"	1
"Ery"	"Ery"	"GO:0042610"	"CD8 receptor binding"	"1/18"	"11/22669"	0.00870171219868865	0.0618857703695894	0.0309826064751475	"15018"	1
"Ery"	"Ery"	"GO:0003951"	"NAD+ kinase activity"	"1/18"	"12/22669"	0.00948922076874892	0.0618857703695894	0.0309826064751475	"20698"	1
"Ery"	"Ery"	"GO:0030881"	"beta-2-microglobulin binding"	"1/18"	"12/22669"	0.00948922076874892	0.0618857703695894	0.0309826064751475	"15018"	1
"Ery"	"Ery"	"GO:0031386"	"protein tag"	"1/18"	"12/22669"	0.00948922076874892	0.0618857703695894	0.0309826064751475	"66177"	1
"Ery"	"Ery"	"GO:0046977"	"TAP binding"	"1/18"	"12/22669"	0.00948922076874892	0.0618857703695894	0.0309826064751475	"15018"	1
"Ery"	"Ery"	"GO:0002161"	"aminoacyl-tRNA editing activity"	"1/18"	"13/22669"	0.0102761384553872	0.0618857703695894	0.0309826064751475	"102436"	1
"Ery"	"Ery"	"GO:0008432"	"JUN kinase binding"	"1/18"	"15/22669"	0.0118482028472835	0.0618857703695894	0.0309826064751475	"14870"	1
"Ery"	"Ery"	"GO:0045125"	"bioactive lipid receptor activity"	"1/18"	"15/22669"	0.0118482028472835	0.0618857703695894	0.0309826064751475	"20698"	1
"Ery"	"Ery"	"GO:0042608"	"T cell receptor binding"	"1/18"	"17/22669"	0.0134179087093882	0.0618857703695894	0.0309826064751475	"15018"	1
"Ery"	"Ery"	"GO:0070492"	"oligosaccharide binding"	"1/18"	"17/22669"	0.0134179087093882	0.0618857703695894	0.0309826064751475	"16852"	1
"Ery"	"Ery"	"GO:0043295"	"glutathione binding"	"1/18"	"18/22669"	0.0142018782327521	0.0618857703695894	0.0309826064751475	"14870"	1
"Ery"	"Ery"	"GO:1900750"	"oligopeptide binding"	"1/18"	"18/22669"	0.0142018782327521	0.0618857703695894	0.0309826064751475	"14870"	1
"Ery"	"Ery"	"GO:0004602"	"glutathione peroxidase activity"	"1/18"	"20/22669"	0.015768052543656	0.0618857703695894	0.0309826064751475	"14870"	1
"Ery"	"Ery"	"GO:0004129"	"cytochrome-c oxidase activity"	"1/18"	"22/22669"	0.0173318766429875	0.0618857703695894	0.0309826064751475	"12868"	1
"Ery"	"Ery"	"GO:0015002"	"heme-copper terminal oxidase activity"	"1/18"	"22/22669"	0.0173318766429875	0.0618857703695894	0.0309826064751475	"12868"	1
"Ery"	"Ery"	"GO:0016676"	"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor"	"1/18"	"22/22669"	0.0173318766429875	0.0618857703695894	0.0309826064751475	"12868"	1
"Ery"	"Ery"	"GO:1901681"	"sulfur compound binding"	"2/18"	"260/22669"	0.0177648226184747	0.0618857703695894	0.0309826064751475	"14870/50701"	2
"Ery"	"Ery"	"GO:0016675"	"oxidoreductase activity, acting on a heme group of donors"	"1/18"	"23/22669"	0.0181129084008554	0.0618857703695894	0.0309826064751475	"12868"	1
"Ery"	"Ery"	"GO:0004364"	"glutathione transferase activity"	"1/18"	"30/22669"	0.023563737250306	0.0715639427601887	0.0358279045911086	"14870"	1
"Ery"	"Ery"	"GO:0043236"	"laminin binding"	"1/18"	"32/22669"	0.0251158599976498	0.0731859015722561	0.0366399250490114	"16852"	1
"Ery"	"Ery"	"GO:0051721"	"protein phosphatase 2A binding"	"1/18"	"38/22669"	0.0297582592489357	0.081339241947091	0.040721828445912	"20698"	1
"Ery"	"Ery"	"GO:0004812"	"aminoacyl-tRNA ligase activity"	"1/18"	"41/22669"	0.0320716216641265	0.0821835305143241	0.0411445146348991	"102436"	1
"Ery"	"Ery"	"GO:0016875"	"ligase activity, forming carbon-oxygen bonds"	"1/18"	"41/22669"	0.0320716216641265	0.0821835305143241	0.0411445146348991	"102436"	1
"Ery"	"Ery"	"GO:0061631"	"ubiquitin conjugating enzyme activity"	"1/18"	"45/22669"	0.0351480022818251	0.0838693456691061	0.0419885042502585	"68612"	1
"Ery"	"Ery"	"GO:0015485"	"cholesterol binding"	"1/18"	"46/22669"	0.0359156532701091	0.0838693456691061	0.0419885042502585	"12257"	1
"Ery"	"Ery"	"GO:0061650"	"ubiquitin-like protein conjugating enzyme activity"	"1/18"	"48/22669"	0.0374492251060931	0.0838693456691061	0.0419885042502585	"68612"	1
"Ery"	"Ery"	"GO:0005504"	"fatty acid binding"	"1/18"	"52/22669"	0.0405094596300387	0.086779298996441	0.0434453486631733	"14870"	1
"Ery"	"Ery"	"GO:0050840"	"extracellular matrix binding"	"1/18"	"61/22669"	0.0473614241351826	0.090317134397325	0.0452165371180446	"16852"	1
"Ery"	"Ery"	"GO:0009055"	"electron transfer activity"	"1/18"	"68/22669"	0.0526587522461802	0.0981367655496995	0.0491313717129433	"12868"	1
