"target_id","pval","qval","ext_gene","num_aggregated_transcripts"
"ENSMUSG00000035472",NA,NA,"Slc25a21",NA
"ENSMUSG00000039114",NA,NA,"Nrn1",NA
"ENSMUSG00000055653",NA,NA,"Gpc3",NA
"ENSMUSG00000030669",NA,NA,"Calca",NA
"ENSMUSG00000024546",NA,NA,"4930546C10Rik",NA
"ENSMUSG00000033268",NA,NA,"Duox1",NA
"ENSMUSG00000030666",NA,NA,"Calcb",NA
"ENSMUSG00000091030",NA,NA,"AC192923.1",NA
"ENSMUSG00000073207",NA,NA,"Ccdc160",NA
"ENSMUSG00000091254",NA,NA,"AC145742.2",NA
"ENSMUSG00000090615",NA,NA,"AC145742.1",NA
"ENSMUSG00000090786",NA,NA,"AC183415.1",NA
"ENSMUSG00000048782",NA,NA,"Insc",NA
"ENSMUSG00000091073",NA,NA,"AC183415.2",NA
"ENSMUSG00000090890",NA,NA,"AC186380.1",NA
"ENSMUSG00000068327",NA,NA,"Tlx2",NA
"ENSMUSG00000078774",NA,NA,"Hps3",NA
"ENSMUSG00000046782",NA,NA,"Ttc6",NA
"ENSMUSG00000061082",NA,NA,"Plac1",NA
"ENSMUSG00000034968",NA,NA,"Lbx2",NA
"ENSMUSG00000066489",NA,NA,"Rpl26-ps2",NA
"ENSMUSG00000035431",NA,NA,"Sstr1",NA
"ENSMUSG00000045930",NA,NA,"Clec14a",NA
"ENSMUSG00000091974",NA,NA,"AC192474.1",NA
"ENSMUSG00000066955",NA,NA,"Gm6396",NA
"ENSMUSG00000048484",NA,NA,"Gm7461",NA
"ENSMUSG00000036013",NA,NA,"Fam122c",NA
"ENSMUSG00000062152",NA,NA,"Rpl21-ps14",NA
"ENSMUSG00000046411",NA,NA,"Gm6816",NA
"ENSMUSG00000068385",NA,NA,"Olfr1513",NA
"ENSMUSG00000078666",NA,NA,"Gm10973",NA
"ENSMUSG00000060640",NA,NA,"Olfr1512",NA
"ENSMUSG00000063867",NA,NA,"Olfr1511",NA
"ENSMUSG00000063106",NA,NA,"Olfr1510",NA
"ENSMUSG00000066510",NA,NA,"Ankdd1a",NA
"ENSMUSG00000050128",NA,NA,"Olfr1023",NA
"ENSMUSG00000073110",NA,NA,"Olfr444",NA
"ENSMUSG00000091386",NA,NA,"Olfr443-ps1",NA
"ENSMUSG00000073109",NA,NA,"Olfr441",NA
"ENSMUSG00000073108",NA,NA,"Olfr237-ps1",NA
"ENSMUSG00000071481",NA,NA,"Olfr437",NA
"ENSMUSG00000043605",NA,NA,"Olfr13",NA
"ENSMUSG00000048693",NA,NA,"Olfr435",NA
"ENSMUSG00000022209",NA,NA,"Dhrs2",NA
"ENSMUSG00000059411",NA,NA,"Olfr434",NA
"ENSMUSG00000061210",NA,NA,"Olfr47",NA
"ENSMUSG00000033542",NA,NA,"Arhgef5",NA
"ENSMUSG00000041556",NA,NA,"Fbxo2",NA
"ENSMUSG00000060680",NA,NA,"Gm8894",NA
"ENSMUSG00000041544",NA,NA,"Ptchd2",NA
"ENSMUSG00000049173",NA,NA,"Myoz3",NA
"ENSMUSG00000020651",NA,NA,"Slc26a4",NA
"ENSMUSG00000011632",NA,NA,"2310033E01Rik",NA
"ENSMUSG00000074486",NA,NA,"Bglap2",NA
"ENSMUSG00000038498",NA,NA,"Catsper1",NA
"ENSMUSG00000078691",NA,NA,"Gm6821",NA
"ENSMUSG00000074483",NA,NA,"Bglap",NA
"ENSMUSG00000053465",NA,NA,"Hs6st3",NA
"ENSMUSG00000021348",NA,NA,"Prl7d1",NA
"ENSMUSG00000044819",NA,NA,"Oxgr1",NA
"ENSMUSG00000044067",NA,NA,"Gpr22",NA
"ENSMUSG00000057454",NA,NA,"Lypd3",NA
"ENSMUSG00000062773",NA,NA,"Tex101",NA
"ENSMUSG00000045587",NA,NA,"BC049730",NA
"ENSMUSG00000060738",NA,NA,"Prl7c1",NA
"ENSMUSG00000058717",NA,NA,"Gm4763",NA
"ENSMUSG00000022886",NA,NA,"Prl2a1",NA
"ENSMUSG00000041068",NA,NA,"4930596D02Rik",NA
"ENSMUSG00000072616",NA,NA,"Gm7853",NA
"ENSMUSG00000090284",NA,NA,"Gm17613",NA
"ENSMUSG00000062551",NA,NA,"Prl2c1",NA
"ENSMUSG00000054169",NA,NA,"Ceacam10",NA
"ENSMUSG00000062732",NA,NA,"Lypd4",NA
"ENSMUSG00000011349",NA,NA,"Dmrtc2",NA
"ENSMUSG00000021804",NA,NA,"Rgr",NA
"ENSMUSG00000041044",NA,NA,"Lrit1",NA
"ENSMUSG00000024909",NA,NA,"Efemp2",NA
"ENSMUSG00000043418",NA,NA,"Lrit2",NA
"ENSMUSG00000021803",NA,NA,"Cdhr1",NA
"ENSMUSG00000071466",NA,NA,"Gm11360",NA
"ENSMUSG00000005891",NA,NA,"Prl4a1",NA
"ENSMUSG00000093750",NA,NA,"AC139849.1",NA
"ENSMUSG00000006649",NA,NA,"Nphs1",NA
"ENSMUSG00000047203",NA,NA,"Vmn1r54",NA
"ENSMUSG00000049694",NA,NA,"BC048671",NA
"ENSMUSG00000091014",NA,NA,"Gm5244",NA
"ENSMUSG00000046272",NA,NA,"Olfr1444",NA
"ENSMUSG00000045126",NA,NA,"Olfr1445",NA
"ENSMUSG00000027335",NA,NA,"Adra1d",NA
"ENSMUSG00000021381",NA,NA,"Barx1",NA
"ENSMUSG00000057817",NA,NA,"Olfr1446",NA
"ENSMUSG00000034456",NA,NA,"Uroc1",NA
"ENSMUSG00000060303",NA,NA,"Olfr1447",NA
"ENSMUSG00000048456",NA,NA,"Olfr1448",NA
"ENSMUSG00000049498",NA,NA,"Olfr1449",NA
"ENSMUSG00000062892",NA,NA,"Olfr1450",NA
"ENSMUSG00000046913",NA,NA,"Olfr1451",NA
"ENSMUSG00000067484",NA,NA,"Olfr1453",NA
"ENSMUSG00000060593",NA,NA,"Olfr1454",NA
"ENSMUSG00000067482",NA,NA,"Olfr1456-ps1",NA
"ENSMUSG00000061637",NA,NA,"Olfr1457",NA
"ENSMUSG00000062844",NA,NA,"Olfr1458",NA
"ENSMUSG00000057503",NA,NA,"Olfr1459",NA
"ENSMUSG00000045883",NA,NA,"Olfr1461",NA
"ENSMUSG00000058800",NA,NA,"Olfr1462",NA
"ENSMUSG00000020679",NA,NA,"Hnf1b",NA
"ENSMUSG00000052277",NA,NA,"Olfr1463",NA
"ENSMUSG00000062199",NA,NA,"Olfr1465",NA
"ENSMUSG00000062936",NA,NA,"Olfr1466",NA
"ENSMUSG00000079670",NA,NA,"AC132276.1",NA
"ENSMUSG00000049015",NA,NA,"Olfr1467",NA
"ENSMUSG00000063777",NA,NA,"Olfr1469",NA
"ENSMUSG00000073028",NA,NA,"Igkv4-71",NA
"ENSMUSG00000076548",NA,NA,"Igkv4-69",NA
"ENSMUSG00000079542",NA,NA,"Gm11143",NA
"ENSMUSG00000072477",NA,NA,"Gm10360",NA
"ENSMUSG00000078508",NA,NA,"Gm13128",NA
"ENSMUSG00000070619",NA,NA,"Gm13119",NA
"ENSMUSG00000073721",NA,NA,"Gm13125",NA
"ENSMUSG00000079380",NA,NA,"Gm8271",NA
"ENSMUSG00000028591",NA,NA,"Pramef12",NA
"ENSMUSG00000029644",NA,NA,"Pdx1",NA
"ENSMUSG00000039032",NA,NA,"Tsga13",NA
"ENSMUSG00000073209",NA,NA,"Klf14",NA
"ENSMUSG00000029646",NA,NA,"Cdx2",NA
"ENSMUSG00000075543",NA,NA,"Prhoxnb",NA
"ENSMUSG00000044471",NA,NA,"AB041803",NA
"ENSMUSG00000029766",NA,NA,"1700012A03Rik",NA
"ENSMUSG00000025488",NA,NA,"Cox8b",NA
"ENSMUSG00000038745",NA,NA,"Nlrp6",NA
"ENSMUSG00000091441",NA,NA,"Gm17387",NA
"ENSMUSG00000060572",NA,NA,"Mfap2",NA
"ENSMUSG00000054662",NA,NA,"Ano9",NA
"ENSMUSG00000029651",NA,NA,"Mtus2",NA
"ENSMUSG00000045004",NA,NA,"Spata21",NA
"ENSMUSG00000079069",NA,NA,"8430423G03Rik",NA
"ENSMUSG00000029762",NA,NA,"Akr1b8",NA
"ENSMUSG00000052131",NA,NA,"Akr1b7",NA
"ENSMUSG00000091674",NA,NA,"C630004L07Rik",NA
"ENSMUSG00000028919",NA,NA,"Arhgef19",NA
"ENSMUSG00000029761",NA,NA,"Cald1",NA
"ENSMUSG00000006218",NA,NA,"Fam131c",NA
"ENSMUSG00000033770",NA,NA,"Clcnka",NA
"ENSMUSG00000025497",NA,NA,"Cdhr5",NA
"ENSMUSG00000038580",NA,NA,"Sct",NA
"ENSMUSG00000025496",NA,NA,"Drd4",NA
"ENSMUSG00000006216",NA,NA,"Clcnkb",NA
"ENSMUSG00000079612",NA,NA,"Gm11157",NA
"ENSMUSG00000029660",NA,NA,"4930588N13Rik",NA
"ENSMUSG00000060411",NA,NA,"Npn2",NA
"ENSMUSG00000029658",NA,NA,"Wdr95",NA
"ENSMUSG00000006221",NA,NA,"Hspb7",NA
"ENSMUSG00000070637",NA,NA,"Gm694",NA
"ENSMUSG00000033633",NA,NA,"Clec18a",NA
"ENSMUSG00000025504",NA,NA,"Eps8l2",NA
"ENSMUSG00000091083",NA,NA,"Gm4535",NA
"ENSMUSG00000033579",NA,NA,"Fa2h",NA
"ENSMUSG00000060240",NA,NA,"Cend1",NA
"ENSMUSG00000029848",NA,NA,"Stra8",NA
"ENSMUSG00000053368",NA,NA,"Rxfp2",NA
"ENSMUSG00000090291",NA,NA,"Lrrc10b",NA
"ENSMUSG00000030945",NA,NA,"Acsm2",NA
"ENSMUSG00000044164",NA,NA,"Rnf182",NA
"ENSMUSG00000043398",NA,NA,"Gpr135",NA
"ENSMUSG00000015396",NA,NA,"Cd83",NA
"ENSMUSG00000021086",NA,NA,"4930403N07Rik",NA
"ENSMUSG00000037166",NA,NA,"Ppp1r14a",NA
"ENSMUSG00000021087",NA,NA,"Rtn1",NA
"ENSMUSG00000025432",NA,NA,"Avil",NA
"ENSMUSG00000033533",NA,NA,"Acsm1",NA
"ENSMUSG00000043857",NA,NA,"Mgat5b",NA
"ENSMUSG00000027318",NA,NA,"Adam33",NA
"ENSMUSG00000042655",NA,NA,"Fam159b",NA
"ENSMUSG00000021718",NA,NA,"4933425L06Rik",NA
"ENSMUSG00000043789",NA,NA,"Vwce",NA
"ENSMUSG00000030050",NA,NA,"Gkn1",NA
"ENSMUSG00000021720",NA,NA,"Rnf180",NA
"ENSMUSG00000021090",NA,NA,"Lrrc9",NA
"ENSMUSG00000024738",NA,NA,"Pga5",NA
"ENSMUSG00000047026",NA,NA,"Acsm4",NA
"ENSMUSG00000048101",NA,NA,"Olfr19",NA
"ENSMUSG00000030049",NA,NA,"Gkn2",NA
"ENSMUSG00000022783",NA,NA,"Spag6",NA
"ENSMUSG00000030048",NA,NA,"Gkn3",NA
"ENSMUSG00000021721",NA,NA,"Htr1a",NA
"ENSMUSG00000059877",NA,NA,"Dph3b-ps",NA
"ENSMUSG00000030046",NA,NA,"Bmp10",NA
"ENSMUSG00000024215",NA,NA,"Spdef",NA
"ENSMUSG00000074224",NA,NA,"4932431P20Rik",NA
"ENSMUSG00000046958",NA,NA,"4930432E11Rik",NA
"ENSMUSG00000051976",NA,NA,"6330444E15Rik",NA
"ENSMUSG00000049123",NA,NA,"Catsperg2",NA
"ENSMUSG00000067577",NA,NA,"A430093F15Rik",NA
"ENSMUSG00000024670",NA,NA,"Cd6",NA
"ENSMUSG00000075370",NA,NA,"Igll1",NA
"ENSMUSG00000072749",NA,NA,"Gm10413",NA
"ENSMUSG00000092420",NA,NA,"Gm4187",NA
"ENSMUSG00000032900",NA,NA,"1700065I17Rik",NA
"ENSMUSG00000078397",NA,NA,"Gm8660",NA
"ENSMUSG00000074309",NA,NA,"Vmn1r148",NA
"ENSMUSG00000091276",NA,NA,"Vmn1r149",NA
"ENSMUSG00000074308",NA,NA,"Gm10665",NA
"ENSMUSG00000090495",NA,NA,"Vmn1r151",NA
"ENSMUSG00000091755",NA,NA,"Vmn1r152",NA
"ENSMUSG00000092479",NA,NA,"Gm8677",NA
"ENSMUSG00000092598",NA,NA,"Gm4201",NA
"ENSMUSG00000091436",NA,NA,"Vmn1r155",NA
"ENSMUSG00000022123",NA,NA,"Scel",NA
"ENSMUSG00000090988",NA,NA,"Gm8693",NA
"ENSMUSG00000074306",NA,NA,"Gm4567",NA
"ENSMUSG00000074304",NA,NA,"Vmn1r157",NA
"ENSMUSG00000092582",NA,NA,"Vmn1r158",NA
"ENSMUSG00000091236",NA,NA,"Vmn1r159",NA
"ENSMUSG00000092145",NA,NA,"Vmn1r160",NA
"ENSMUSG00000092297",NA,NA,"Gm4214",NA
"ENSMUSG00000091889",NA,NA,"Gm4216",NA
"ENSMUSG00000090830",NA,NA,"Vmn1r163",NA
"ENSMUSG00000091505",NA,NA,"Gm8720",NA
"ENSMUSG00000091664",NA,NA,"Gm10662",NA
"ENSMUSG00000090848",NA,NA,"Vmn1r165",NA
"ENSMUSG00000091766",NA,NA,"Gm4220",NA
"ENSMUSG00000074295",NA,NA,"Gm6902",NA
"ENSMUSG00000048978",NA,NA,"Nrsn1",NA
"ENSMUSG00000045693",NA,NA,"Nlrp4e",NA
"ENSMUSG00000090410",NA,NA,"Gm17582",NA
"ENSMUSG00000063506",NA,NA,"Arhgap22",NA
"ENSMUSG00000015721",NA,NA,"Nlrp5",NA
"ENSMUSG00000045835",NA,NA,"Hdgfl1",NA
"ENSMUSG00000004885",NA,NA,"Crabp2",NA
"ENSMUSG00000021342",NA,NA,"Prl",NA
"ENSMUSG00000024593",NA,NA,"Megf10",NA
"ENSMUSG00000057170",NA,NA,"Prl3d1",NA
"ENSMUSG00000004892",NA,NA,"Bcan",NA
"ENSMUSG00000062737",NA,NA,"Prl3d2",NA
"ENSMUSG00000062201",NA,NA,"Prl3d3",NA
"ENSMUSG00000004894",NA,NA,"Hapln2",NA
"ENSMUSG00000031022",NA,NA,"BC051019",NA
"ENSMUSG00000017922",NA,NA,"Prl3c1",NA
"ENSMUSG00000035951",NA,NA,"Ascl3",NA
"ENSMUSG00000069372",NA,NA,"Ctxn3",NA
"ENSMUSG00000058925",NA,NA,"1700011I03Rik",NA
"ENSMUSG00000024901",NA,NA,"Peli3",NA
"ENSMUSG00000090715",NA,NA,"Vmn1r167",NA
"ENSMUSG00000074291",NA,NA,"Vmn1r168",NA
"ENSMUSG00000091616",NA,NA,"Vmn1r169",NA
"ENSMUSG00000090985",NA,NA,"Vmn1r170",NA
"ENSMUSG00000062483",NA,NA,"Vmn1r171",NA
"ENSMUSG00000007279",NA,NA,"Scube2",NA
"ENSMUSG00000035523",NA,NA,"Vmn1r172",NA
"ENSMUSG00000051036",NA,NA,"Ttc24",NA
"ENSMUSG00000074289",NA,NA,"Vmn1r173",NA
"ENSMUSG00000038891",NA,NA,"Prl3b1",NA
"ENSMUSG00000090411",NA,NA,"Vmn1r174",NA
"ENSMUSG00000067023",NA,NA,"Gm626",NA
"ENSMUSG00000091068",NA,NA,"Vmn1r175",NA
"ENSMUSG00000038883",NA,NA,"Prl3a1",NA
"ENSMUSG00000021940",NA,NA,"Ptpn20",NA
"ENSMUSG00000091226",NA,NA,"Vmn1r176",NA
"ENSMUSG00000057513",NA,NA,"Vmn1r177",NA
"ENSMUSG00000024598",NA,NA,"Fbn2",NA
"ENSMUSG00000069259",NA,NA,"Prl6a1",NA
"ENSMUSG00000062598",NA,NA,"Vmn1r178",NA
"ENSMUSG00000046924",NA,NA,"Vmn1r179",NA
"ENSMUSG00000021943",NA,NA,"Gdf10",NA
"ENSMUSG00000092473",NA,NA,"Vmn1r180",NA
"ENSMUSG00000057946",NA,NA,"Vmn1r181",NA
"ENSMUSG00000072625",NA,NA,"Gdf2",NA
"ENSMUSG00000018259",NA,NA,"Prl8a2",NA
"ENSMUSG00000092456",NA,NA,"V1rd19",NA
"ENSMUSG00000041534",NA,NA,"Rbp3",NA
"ENSMUSG00000066723",NA,NA,"Vmn1r183",NA
"ENSMUSG00000045903",NA,NA,"Npas4",NA
"ENSMUSG00000047441",NA,NA,"Antxrl",NA
"ENSMUSG00000021950",NA,NA,"Anxa8",NA
"ENSMUSG00000022116",NA,NA,"4930449E01Rik",NA
"ENSMUSG00000075272",NA,NA,"Ttc30a2",NA
"ENSMUSG00000087212",NA,NA,"9330188P03Rik",NA
"ENSMUSG00000075271",NA,NA,"Ttc30a1",NA
"ENSMUSG00000069258",NA,NA,"Prl2b1",NA
"ENSMUSG00000071244",NA,NA,"Gm6219",NA
"ENSMUSG00000090538",NA,NA,"Gm4775",NA
"ENSMUSG00000022113",NA,NA,"Trim52",NA
"ENSMUSG00000075270",NA,NA,"Pde11a",NA
"ENSMUSG00000071243",NA,NA,"Gm4666",NA
"ENSMUSG00000058430",NA,NA,"Rpl27a-ps2",NA
"ENSMUSG00000075478",NA,NA,"Slitrk1",NA
"ENSMUSG00000045871",NA,NA,"Slitrk6",NA
"ENSMUSG00000074261",NA,NA,"Gm7092",NA
"ENSMUSG00000045629",NA,NA,"Sh3tc2",NA
"ENSMUSG00000021403",NA,NA,"Serpinb9b",NA
"ENSMUSG00000072585",NA,NA,"Gm6616",NA
"ENSMUSG00000078457",NA,NA,"AC183416.1",NA
"ENSMUSG00000078455",NA,NA,"AC147623.1",NA
"ENSMUSG00000091799",NA,NA,"AC168977.2",NA
"ENSMUSG00000051029",NA,NA,"Serpinb1b",NA
"ENSMUSG00000079674",NA,NA,"Tcstv3",NA
"ENSMUSG00000026322",NA,NA,"Htr4",NA
"ENSMUSG00000079135",NA,NA,"CU041227.1",NA
"ENSMUSG00000091521",NA,NA,"CU041227.2",NA
"ENSMUSG00000090289",NA,NA,"AC147709.1",NA
"ENSMUSG00000053211",NA,NA,"Zfy1",NA
"ENSMUSG00000021404",NA,NA,"Serpinb9c",NA
"ENSMUSG00000005696",NA,NA,"Sh2d1a",NA
"ENSMUSG00000056673",NA,NA,"Kdm5d",NA
"ENSMUSG00000073231",NA,NA,"Gm10483",NA
"ENSMUSG00000070577",NA,NA,"Gm572",NA
"ENSMUSG00000039543",NA,NA,"Ttc18",NA
"ENSMUSG00000040432",NA,NA,"Ltb4r2",NA
"ENSMUSG00000050751",NA,NA,"Pgbd5",NA
"ENSMUSG00000066092",NA,NA,"Gm10152",NA
"ENSMUSG00000050917",NA,NA,"Fgf4",NA
"ENSMUSG00000031073",NA,NA,"Fgf15",NA
"ENSMUSG00000079175",NA,NA,"Gm11060",NA
"ENSMUSG00000022225",NA,NA,"Cma1",NA
"ENSMUSG00000068289",NA,NA,"Cma2",NA
"ENSMUSG00000022227",NA,NA,"Mcpt1",NA
"ENSMUSG00000071361",NA,NA,"Mcpt9",NA
"ENSMUSG00000022226",NA,NA,"Mcpt2",NA
"ENSMUSG00000061068",NA,NA,"Mcpt4",NA
"ENSMUSG00000022156",NA,NA,"Gzme",NA
"ENSMUSG00000059256",NA,NA,"Gzmd",NA
"ENSMUSG00000040284",NA,NA,"Gzmg",NA
"ENSMUSG00000015443",NA,NA,"Gzmn",NA
"ENSMUSG00000060201",NA,NA,"Spink7",NA
"ENSMUSG00000073551",NA,NA,"Spink13",NA
"ENSMUSG00000091744",NA,NA,"Gm17732",NA
"ENSMUSG00000038296",NA,NA,"Galntl4",NA
"ENSMUSG00000041789",NA,NA,"2700046A07Rik",NA
"ENSMUSG00000047733",NA,NA,"BC048609",NA
"ENSMUSG00000071847",NA,NA,"Apcdd1",NA
"ENSMUSG00000036295",NA,NA,"Lrrn3",NA
"ENSMUSG00000078320",NA,NA,"Gm362",NA
"ENSMUSG00000045284",NA,NA,"Dcaf12l1",NA
"ENSMUSG00000054266",NA,NA,"Serpinb9d",NA
"ENSMUSG00000037086",NA,NA,"1110059M19Rik",NA
"ENSMUSG00000030772",NA,NA,"Dkk3",NA
"ENSMUSG00000062342",NA,NA,"Serpinb9e",NA
"ENSMUSG00000046615",NA,NA,"Actrt1",NA
"ENSMUSG00000063816",NA,NA,"Gm4987",NA
"ENSMUSG00000031099",NA,NA,"Smarca1",NA
"ENSMUSG00000038327",NA,NA,"Serpinb9f",NA
"ENSMUSG00000071452",NA,NA,"Gm11397",NA
"ENSMUSG00000090467",NA,NA,"Gm4613",NA
"ENSMUSG00000091233",NA,NA,"Gm6434",NA
"ENSMUSG00000030483",NA,NA,"Cyp2b10",NA
"ENSMUSG00000057726",NA,NA,"Serpinb9g",NA
"ENSMUSG00000027954",NA,NA,"Efna1",NA
"ENSMUSG00000039699",NA,NA,"Batf2",NA
"ENSMUSG00000040583",NA,NA,"Cyp2b13",NA
"ENSMUSG00000028039",NA,NA,"Efna3",NA
"ENSMUSG00000040660",NA,NA,"Cyp2b9",NA
"ENSMUSG00000047889",NA,NA,"Serpinb6d",NA
"ENSMUSG00000024784",NA,NA,"Gpha2",NA
"ENSMUSG00000079222",NA,NA,"AC132444.6",NA
"ENSMUSG00000046130",NA,NA,"Vmn1r184",NA
"ENSMUSG00000079220",NA,NA,"AC132444.5",NA
"ENSMUSG00000079219",NA,NA,"AC132444.4",NA
"ENSMUSG00000074254",NA,NA,"Cyp2a4",NA
"ENSMUSG00000062783",NA,NA,"AC132444.1",NA
"ENSMUSG00000079218",NA,NA,"AC132444.3",NA
"ENSMUSG00000079196",NA,NA,"AC145265.1",NA
"ENSMUSG00000069044",NA,NA,"Usp9y",NA
"ENSMUSG00000069248",NA,NA,"Serpinb6e",NA
"ENSMUSG00000091693",NA,NA,"AC175709.1",NA
"ENSMUSG00000079802",NA,NA,"AC177798.1",NA
"ENSMUSG00000091369",NA,NA,"AC192547.2",NA
"ENSMUSG00000079754",NA,NA,"AC192547.1",NA
"ENSMUSG00000075160",NA,NA,"Olfr259",NA
"ENSMUSG00000075159",NA,NA,"Olfr1110",NA
"ENSMUSG00000075158",NA,NA,"Olfr1111",NA
"ENSMUSG00000027420",NA,NA,"Bfsp1",NA
"ENSMUSG00000044487",NA,NA,"Olfr1112",NA
"ENSMUSG00000070857",NA,NA,"Olfr1113",NA
"ENSMUSG00000036770",NA,NA,"4933433C11Rik",NA
"ENSMUSG00000070856",NA,NA,"Olfr1115",NA
"ENSMUSG00000089732",NA,NA,"Olfr1118",NA
"ENSMUSG00000048027",NA,NA,"Rgmb",NA
"ENSMUSG00000078527",NA,NA,"Gm10948",NA
"ENSMUSG00000070853",NA,NA,"Olfr1120",NA
"ENSMUSG00000090383",NA,NA,"Vmn2r58",NA
"ENSMUSG00000070852",NA,NA,"Olfr1121",NA
"ENSMUSG00000047594",NA,NA,"Olfr1122",NA
"ENSMUSG00000092032",NA,NA,"Vmn2r59",NA
"ENSMUSG00000043274",NA,NA,"Olfr1123",NA
"ENSMUSG00000047492",NA,NA,"Inhbe",NA
"ENSMUSG00000001773",NA,NA,"Folh1",NA
"ENSMUSG00000056797",NA,NA,"Gm4889",NA
"ENSMUSG00000050772",NA,NA,"Olfr1124",NA
"ENSMUSG00000025405",NA,NA,"Inhbc",NA
"ENSMUSG00000044313",NA,NA,"Mab21l3",NA
"ENSMUSG00000058194",NA,NA,"Olfr1126",NA
"ENSMUSG00000090619",NA,NA,"Vmn2r60",NA
"ENSMUSG00000025839",NA,NA,"Pramel7",NA
"ENSMUSG00000090967",NA,NA,"Vmn2r61",NA
"ENSMUSG00000062195",NA,NA,"Olfr1475",NA
"ENSMUSG00000091899",NA,NA,"AC145601.1",NA
"ENSMUSG00000050468",NA,NA,"Astl",NA
"ENSMUSG00000071629",NA,NA,"Olfr1477",NA
"ENSMUSG00000002012",NA,NA,"Pnck",NA
"ENSMUSG00000063485",NA,NA,"Olfr1480",NA
"ENSMUSG00000091560",NA,NA,"AC140680.1",NA
"ENSMUSG00000057213",NA,NA,"Olfr1484",NA
"ENSMUSG00000092122",NA,NA,"AC147461.1",NA
"ENSMUSG00000057950",NA,NA,"Olfr1487",NA
"ENSMUSG00000045678",NA,NA,"Olfr1489",NA
"ENSMUSG00000091532",NA,NA,"AC181979.1",NA
"ENSMUSG00000061387",NA,NA,"Olfr1490",NA
"ENSMUSG00000091413",NA,NA,"AC129191.1",NA
"ENSMUSG00000051156",NA,NA,"Olfr1491",NA
"ENSMUSG00000050865",NA,NA,"Olfr1494",NA
"ENSMUSG00000090347",NA,NA,"AC147135.1",NA
"ENSMUSG00000047207",NA,NA,"Olfr1495",NA
"ENSMUSG00000079806",NA,NA,"AC145608.1",NA
"ENSMUSG00000090566",NA,NA,"AC147259.1",NA
"ENSMUSG00000048356",NA,NA,"Olfr1496",NA
"ENSMUSG00000071342",NA,NA,"Gm889",NA
"ENSMUSG00000057762",NA,NA,"Gm6169",NA
"ENSMUSG00000032735",NA,NA,"Ablim3",NA
"ENSMUSG00000020545",NA,NA,"1700108M19Rik",NA
"ENSMUSG00000060699",NA,NA,"Vmn1r35",NA
"ENSMUSG00000093764",NA,NA,"Vmn1r36",NA
"ENSMUSG00000057612",NA,NA,"Vmn1r37",NA
"ENSMUSG00000093632",NA,NA,"Vmn1r38",NA
"ENSMUSG00000036169",NA,NA,"Sostdc1",NA
"ENSMUSG00000091007",NA,NA,"D630036H23Rik",NA
"ENSMUSG00000043153",NA,NA,"Ispd",NA
"ENSMUSG00000093755",NA,NA,"Vmn1r39",NA
"ENSMUSG00000053675",NA,NA,"Tgm5",NA
"ENSMUSG00000032925",NA,NA,"Itgbl1",NA
"ENSMUSG00000079103",NA,NA,"Tgm7",NA
"ENSMUSG00000025551",NA,NA,"Fgf14",NA
"ENSMUSG00000091437",NA,NA,"C1galt1c1",NA
"ENSMUSG00000051361",NA,NA,"6030498E09Rik",NA
"ENSMUSG00000079619",NA,NA,"Cypt15",NA
"ENSMUSG00000076430",NA,NA,"Hus1b",NA
"ENSMUSG00000090863",NA,NA,"A530084C06Rik",NA
"ENSMUSG00000038415",NA,NA,"Foxq1",NA
"ENSMUSG00000049093",NA,NA,"Il23r",NA
"ENSMUSG00000036334",NA,NA,"Igsf10",NA
"ENSMUSG00000055976",NA,NA,"Cldn23",NA
"ENSMUSG00000090527",NA,NA,"Gm5538",NA
"ENSMUSG00000090751",NA,NA,"Vmn2r63",NA
"ENSMUSG00000053861",NA,NA,"Gm9925",NA
"ENSMUSG00000071425",NA,NA,"Gm10332",NA
"ENSMUSG00000014542",NA,NA,"Clec4f",NA
"ENSMUSG00000039004",NA,NA,"Bmp6",NA
"ENSMUSG00000042306",NA,NA,"S100a14",NA
"ENSMUSG00000027403",NA,NA,"Tgm6",NA
"ENSMUSG00000034783",NA,NA,"Cd207",NA
"ENSMUSG00000074457",NA,NA,"S100a16",NA
"ENSMUSG00000070331",NA,NA,"Qrich2",NA
"ENSMUSG00000034777",NA,NA,"Vax2",NA
"ENSMUSG00000024972",NA,NA,"Lgals12",NA
"ENSMUSG00000055015",NA,NA,"Gm9961",NA
"ENSMUSG00000006269",NA,NA,"Atp6v1b1",NA
"ENSMUSG00000022494",NA,NA,"Shisa9",NA
"ENSMUSG00000091416",NA,NA,"Gm6327",NA
"ENSMUSG00000001021",NA,NA,"S100a3",NA
"ENSMUSG00000024973",NA,NA,"Hrasls5",NA
"ENSMUSG00000063767",NA,NA,"S100a7a",NA
"ENSMUSG00000031512",NA,NA,"1700018L24Rik",NA
"ENSMUSG00000053303",NA,NA,"Slc22a26",NA
"ENSMUSG00000042250",NA,NA,"Pglyrp4",NA
"ENSMUSG00000067878",NA,NA,"Mtap7d3",NA
"ENSMUSG00000074473",NA,NA,"A230072I06Rik",NA
"ENSMUSG00000010435",NA,NA,"Spaca7",NA
"ENSMUSG00000091175",NA,NA,"9130204L05Rik",NA
"ENSMUSG00000059128",NA,NA,"Il28a",NA
"ENSMUSG00000042244",NA,NA,"Pglyrp3",NA
"ENSMUSG00000060332",NA,NA,"Tmc2",NA
