Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
biosynthetic process%GObp%GO:0009058,-0.3916414298752612,-1.7685945348109957,0.0,0.04391688140797193,2237,26,Jun;Rpl13a;Ogt;Ccdc88a;Tspo;Rpl5;Acss2;Zbtb1;Gclm;S100a10;Rps7;Rpl39;Rps28;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Ldhb;Rpl22l1;Rbm3;Krtcap2;Elane;Rfc2;Atp5e;Alad,Rpl39;Rps28;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Ldhb;Rpl22l1;Rbm3;Krtcap2;Elane;Rfc2;Atp5e;Alad
regulation of cell communication%GObp%GO:0010646,0.27923512732796396,1.6579277344652088,0.0,0.04678298800436205,3491,25,Trim12a;Ifngr1;Jun;Ube2b;Ptpre;Ogt;Ccdc88a;Gadd45a;Raf1;Tspo;Ash1l;Rpl5;Runx3;Pik3ip1;Trim34a;Gclm;Jak2;Acaa2;Macf1;Mosmo;Rps7;Adgrg1;Slc25a4;Hells;Dbi,Trim12a;Ifngr1;Jun;Ube2b;Ptpre;Ogt;Ccdc88a;Gadd45a;Raf1;Tspo;Ash1l
cellular biosynthetic process%GObp%GO:0044249,-0.4164322368251642,-1.769798194124369,0.0,0.047576621525302926,2093,25,Jun;Rpl13a;Ogt;Ccdc88a;Rpl5;Acss2;Zbtb1;Gclm;S100a10;Rps7;Rpl39;Rps28;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Ldhb;Rpl22l1;Rbm3;Krtcap2;Elane;Rfc2;Atp5e;Alad,S100a10;Rps7;Rpl39;Rps28;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Ldhb;Rpl22l1;Rbm3;Krtcap2;Elane;Rfc2;Atp5e;Alad
nitrogen compound metabolic process%GObp%GO:0006807,-0.2792391264860923,-1.7255818469209694,0.0,0.04984217493126973,6123,53,Trim12a;Jun;Ube2b;Rpl13a;Ptpre;Ogt;Raf1;Ash1l;Smc4;Ttc3;Rpl5;Ppp4r2;Top2b;Acss2;Runx3;Zbtb1;Trim34a;Mdn1;Gclm;Arid4a;Oat;Jak2;Acaa2;Ehmt2;Cdk19;Tspan32;Kdm5a;Trib2;Pabpn1;S100a10;Rps7;Anapc16;Dnase2a;Rpl39;Rps28;Rps25;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Rpl22l1;Ptpn18;Rbm3;Hells;Krtcap2;Elane;Rfc2;Atp5e;Dbi;Prtn3;Ctsg;Alad,Ppp4r2;Top2b;Acss2;Runx3;Zbtb1;Trim34a;Mdn1;Gclm;Arid4a;Oat;Jak2;Acaa2;Ehmt2;Cdk19;Tspan32;Kdm5a;Trib2;Pabpn1;S100a10;Rps7;Anapc16;Dnase2a;Rpl39;Rps28;Rps25;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Rpl22l1;Ptpn18;Rbm3;Hells;Krtcap2;Elane;Rfc2;Atp5e;Dbi;Prtn3;Ctsg;Alad
organic substance biosynthetic process%GObp%GO:1901576,-0.3916414298752612,-1.7020228888676385,0.0,0.06740021382751248,2170,26,Jun;Rpl13a;Ogt;Ccdc88a;Tspo;Rpl5;Acss2;Zbtb1;Gclm;S100a10;Rps7;Rpl39;Rps28;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Ldhb;Rpl22l1;Rbm3;Krtcap2;Elane;Rfc2;Atp5e;Alad,Rpl39;Rps28;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Ldhb;Rpl22l1;Rbm3;Krtcap2;Elane;Rfc2;Atp5e;Alad
hydrolase activity%GOmf%GO:0016787,-0.33337487879715,-1.7085839462602466,0.0,0.06766452839154194,2377,18,Car1;Gnb4;Ptpre;Ldah;Smc4;Abcb4;Ddx6;Acaa2;Dhx40;Macf1;Dnase2a;Ptpn18;Hells;Elane;Rfc2;Atp5e;Prtn3;Ctsg,Ptpn18;Hells;Elane;Rfc2;Atp5e;Prtn3;Ctsg
defense response%GObp%GO:0006952,0.370746597455683,1.6299878558364915,0.0,0.07042600344742675,1464,17,Plac8;Trim12a;Ifngr1;Jun;Rpl13a;Vim;H2-Q7;Aqp1;Zbtb1;Trim34a;Jak2;Tspan32;Spn;Rpl39;Elane;Dbi;Ctsg,Plac8;Trim12a;Ifngr1;Jun;Rpl13a;Vim;H2-Q7
cytoskeleton%GOcc%GO:0005856,0.36890390807015494,1.6154698621867827,0.0,0.0730984187568157,2276,20,Vim;Scin;Ccdc88a;Msn;Stom;Abcb4;Ddx6;Samd14;Ndrg1;Tbcel;Ppp4r2;Zbtb1;Mdn1;Krit1;Hsdl1;Jak2;Macf1;Trib2;Rps7;Capza2,Vim;Scin;Ccdc88a;Msn;Stom;Abcb4;Ddx6;Samd14;Ndrg1;Tbcel;Ppp4r2;Zbtb1;Mdn1;Krit1;Hsdl1;Jak2
intracellular anatomical structure%GOcc%GO:0005622,-0.32086477545893993,-1.6458884210304194,0.0,0.09014517762688976,14420,111,Plac8;Trim12a;Ifngr1;Car1;H2-Q6;Jun;Ube2b;Mllt10;Gnb4;Rpl13a;Ptpre;Vim;Ogt;Scin;Ccdc88a;H2-Q7;Msn;Stom;Gadd45a;Raf1;Tspo;Aqp1;Erh;Ash1l;Smap2;Ldah;Smc4;Ttc3;Abcb4;Ddx6;Rpl5;Akirin1;Tspo2;Zfp217;Samd14;Ndrg1;Tbcel;Npc2;Ppp4r2;Top2b;Acss2;Runx3;Myb;Zbtb1;Trim34a;Mdn1;Krit1;Gclm;H2-Q4;Arid4a;Oat;Hsdl1;Jak2;Acaa2;Tgoln1;Dhx40;Patz1;Ehmt2;Macf1;Atp8a1;Letm2;Cdk19;Tspan32;Kdm5a;Spn;Mosmo;Trib2;Tmem230;Pabpn1;Galnt6;S100a10;Rps7;Anapc16;Ccdc86;Dnase2a;Cox8a;Capza2;Cox7c;Rpl39;Rps28;Uqcrb;Rps25;Atp5j2;Rpl35a;Atp5l;Cox6b1;Ndufb2;Rpl41;Ost4;Rpl36al;Ldhb;Rpl22l1;Ptpn18;Slc25a4;Rbm3;Hells;Krtcap2;Ndufa4;Cox6c;Myl10;Uqcrq;Txn1;Elane;Rfc2;Atp5e;Dbi;Prtn3;Ctsg;Alad;Lgals1;Echdc2,Myb;Zbtb1;Trim34a;Mdn1;Krit1;Gclm;H2-Q4;Arid4a;Oat;Hsdl1;Jak2;Acaa2;Tgoln1;Dhx40;Patz1;Ehmt2;Macf1;Atp8a1;Letm2;Cdk19;Tspan32;Kdm5a;Spn;Mosmo;Trib2;Tmem230;Pabpn1;Galnt6;S100a10;Rps7;Anapc16;Ccdc86;Dnase2a;Cox8a;Capza2;Cox7c;Rpl39;Rps28;Uqcrb;Rps25;Atp5j2;Rpl35a;Atp5l;Cox6b1;Ndufb2;Rpl41;Ost4;Rpl36al;Ldhb;Rpl22l1;Ptpn18;Slc25a4;Rbm3;Hells;Krtcap2;Ndufa4;Cox6c;Myl10;Uqcrq;Txn1;Elane;Rfc2;Atp5e;Dbi;Prtn3;Ctsg;Alad;Lgals1;Echdc2
response to external biotic stimulus%GObp%GO:0043207,0.38296138101015065,1.5512857041480812,0.0,0.0935659760087241,1577,17,Plac8;Trim12a;Ifngr1;Rpl13a;Vim;Ogt;H2-Q7;Aqp1;Zbtb1;Trim34a;Jak2;Tspan32;Spn;Pabpn1;Rpl39;Elane;Ctsg,Plac8;Trim12a;Ifngr1;Rpl13a;Vim;Ogt;H2-Q7
cellular nitrogen compound metabolic process%GObp%GO:0034641,-0.2964587303138933,-1.6523140788436024,0.0,0.09515324305060585,3002,31,Jun;Ube2b;Rpl13a;Smc4;Rpl5;Ppp4r2;Top2b;Acss2;Zbtb1;Mdn1;Gclm;Acaa2;Ehmt2;Pabpn1;S100a10;Rps7;Dnase2a;Rpl39;Rps28;Rps25;Atp5j2;Rpl35a;Atp5l;Rpl41;Rpl22l1;Rbm3;Hells;Elane;Rfc2;Atp5e;Alad,Pabpn1;S100a10;Rps7;Dnase2a;Rpl39;Rps28;Rps25;Atp5j2;Rpl35a;Atp5l;Rpl41;Rpl22l1;Rbm3;Hells;Elane;Rfc2;Atp5e;Alad
organelle envelope%GOcc%GO:0031967,-0.46065401455246646,-1.6219925621646252,0.0,0.09515324305060585,1119,19,Tspo;Aqp1;Akirin1;Zbtb1;Acaa2;Letm2;Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ldhb;Slc25a4;Ndufa4;Cox6c;Uqcrq;Atp5e,Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ldhb;Slc25a4;Ndufa4;Cox6c;Uqcrq;Atp5e
cell projection%GOcc%GO:0042995,0.36738032949541766,1.5391273949392132,0.0,0.0952986792681449,2631,17,Ifngr1;Itga4;Vim;Ogt;Scin;Ccdc88a;Msn;Raf1;Aqp1;Ddx6;Samd14;Macf1;Spn;Mosmo;Adgrg1;Rbm3;Txn1,Ifngr1;Itga4;Vim;Ogt;Scin;Ccdc88a;Msn;Raf1;Aqp1;Ddx6;Samd14
regulation of cell population proliferation%GObp%GO:0042127,0.39825075342118677,1.5598518077635517,0.0,0.09631791647956893,1759,19,Plac8;Jun;Itga4;Vim;Scin;Ccdc88a;Rsu1;Raf1;Tspo;Aqp1;Akirin1;Ndrg1;Runx3;Krit1;Jak2;Tspan32;Spn;Adgrg1;Elane,Plac8;Jun;Itga4;Vim;Scin;Ccdc88a;Rsu1;Raf1;Tspo;Aqp1
primary metabolic process%GObp%GO:0044238,-0.27375133529074314,-1.655480489261358,0.0,0.09701899291434322,6722,56,Trim12a;Jun;Ube2b;Rpl13a;Ptpre;Ogt;Raf1;Tspo;Ash1l;Smc4;Ttc3;Rpl5;Npc2;Ppp4r2;Top2b;Acss2;Runx3;Zbtb1;Trim34a;Mdn1;Gclm;Arid4a;Oat;Jak2;Acaa2;Ehmt2;Cdk19;Tspan32;Kdm5a;Trib2;Pabpn1;S100a10;Rps7;Anapc16;Dnase2a;Rpl39;Rps28;Rps25;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Ldhb;Rpl22l1;Ptpn18;Rbm3;Hells;Krtcap2;Elane;Rfc2;Atp5e;Dbi;Prtn3;Ctsg;Echdc2,Npc2;Ppp4r2;Top2b;Acss2;Runx3;Zbtb1;Trim34a;Mdn1;Gclm;Arid4a;Oat;Jak2;Acaa2;Ehmt2;Cdk19;Tspan32;Kdm5a;Trib2;Pabpn1;S100a10;Rps7;Anapc16;Dnase2a;Rpl39;Rps28;Rps25;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Ldhb;Rpl22l1;Ptpn18;Rbm3;Hells;Krtcap2;Elane;Rfc2;Atp5e;Dbi;Prtn3;Ctsg;Echdc2
response to organic substance%GObp%GO:0010033,0.29124628565511484,1.5293313149118242,0.0,0.09849050106181484,2977,23,Ifngr1;Jun;Rpl13a;Itga4;Vim;Ogt;H2-Q7;Msn;Raf1;Tspo;Aqp1;Abcb4;Runx3;Myb;Gclm;Jak2;Ehmt2;Pabpn1;Rpl36al;Hells;Elane;Ctsg;Alad,Ifngr1;Jun;Rpl13a;Itga4;Vim;Ogt;H2-Q7;Msn;Raf1;Tspo;Aqp1
regulation of cellular component organization%GObp%GO:0051128,0.3021923813079251,1.5605996462420066,0.0,0.09923664122137404,2460,20,Ube2b;Rpl13a;Vim;Scin;Ccdc88a;Msn;Raf1;Tspo;Aqp1;Smc4;Abcb4;Akirin1;Acaa2;Ehmt2;Macf1;Atp8a1;S100a10;Capza2;Slc25a4;Lgals1,Ube2b;Rpl13a;Vim;Scin;Ccdc88a;Msn;Raf1;Tspo;Aqp1;Smc4;Abcb4;Akirin1
defense response to other organism%GObp%GO:0098542,0.36927912579818567,1.5308369840895668,0.16666666666666666,0.10115240649591795,1069,15,Plac8;Trim12a;Ifngr1;Rpl13a;Vim;H2-Q7;Aqp1;Zbtb1;Trim34a;Jak2;Tspan32;Spn;Rpl39;Elane;Ctsg,Plac8;Trim12a;Ifngr1;Rpl13a;Vim;H2-Q7
regulation of biological process%GObp%GO:0050789,0.2739035966064532,1.527317152584912,0.0,0.10396219556524901,12629,74,Plac8;Trim12a;Ifngr1;H2-Q6;Jun;Ube2b;Mllt10;Gnb4;Rpl13a;Itga4;Ptpre;Vim;Ogt;Scin;Ccdc88a;H2-Q7;Rsu1;Msn;Stom;Gadd45a;Raf1;Tspo;Aqp1;Ash1l;Smc4;Ttc3;Abcb4;Ddx6;Rpl5;Akirin1;Zfp217;Samd14;Ndrg1;Ppp4r2;Top2b;Runx3;Pik3ip1;Myb;Zbtb1;Trim34a;Krit1;Gclm;H2-Q4;Arid4a;Jak2;Acaa2;Patz1;Ehmt2;Macf1;Atp8a1;Cdk19;Tspan32;Kdm5a;Spn;Mosmo;Trib2;Pabpn1;S100a10;Rps7;Dnase2a;Capza2;Adgrg1;Slc25a4;Rbm3;Hells;Ndufa4;Txn1;Elane;Rfc2;Dbi;Prtn3;Ctsg;Alad;Lgals1,Plac8;Trim12a;Ifngr1;H2-Q6;Jun;Ube2b;Mllt10;Gnb4;Rpl13a;Itga4;Ptpre;Vim;Ogt;Scin;Ccdc88a;H2-Q7;Rsu1;Msn;Stom;Gadd45a;Raf1;Tspo;Aqp1;Ash1l;Smc4;Ttc3;Abcb4;Ddx6;Rpl5;Akirin1;Zfp217;Samd14;Ndrg1;Ppp4r2;Top2b;Runx3;Pik3ip1;Myb;Zbtb1;Trim34a;Krit1;Gclm;H2-Q4;Arid4a;Jak2;Acaa2;Patz1;Ehmt2;Macf1;Atp8a1;Cdk19;Tspan32;Kdm5a;Spn;Mosmo;Trib2
positive regulation of nitrogen compound metabolic process%GObp%GO:0051173,0.31794154190852464,1.5128811557265875,0.0,0.11410484879112695,3055,25,Plac8;Ifngr1;Jun;Ube2b;Mllt10;Vim;Ogt;Ccdc88a;Msn;Raf1;Ash1l;Rpl5;Akirin1;Runx3;Myb;Arid4a;Jak2;Patz1;Kdm5a;Spn;Trib2;S100a10;Rbm3;Txn1;Rfc2,Plac8;Ifngr1;Jun;Ube2b;Mllt10;Vim;Ogt;Ccdc88a;Msn;Raf1
regulation of macromolecule metabolic process%GObp%GO:0060255,0.2606159023953903,1.5179842572829099,0.0,0.11695747001090512,6349,41,Plac8;Trim12a;Ifngr1;Jun;Ube2b;Mllt10;Rpl13a;Vim;Ogt;Ccdc88a;Msn;Gadd45a;Raf1;Tspo;Aqp1;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217;Ppp4r2;Runx3;Myb;Zbtb1;Trim34a;Arid4a;Jak2;Patz1;Ehmt2;Kdm5a;Spn;Trib2;S100a10;Rps7;Rbm3;Hells;Txn1;Elane;Rfc2;Dbi;Alad,Plac8;Trim12a;Ifngr1;Jun;Ube2b;Mllt10;Rpl13a;Vim;Ogt;Ccdc88a;Msn;Gadd45a;Raf1;Tspo;Aqp1;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217
DNA binding%GOmf%GO:0003677,0.3548663910913235,1.5067274327158826,0.0,0.118813937788856,2361,15,Jun;Ogt;Erh;Ash1l;Smc4;Zfp217;Top2b;Runx3;Myb;Zbtb1;Arid4a;Patz1;Ehmt2;Kdm5a;Rfc2,Jun;Ogt;Erh;Ash1l;Smc4;Zfp217;Top2b;Runx3;Myb;Zbtb1;Arid4a;Patz1;Ehmt2;Kdm5a
regulation of apoptotic process%GObp%GO:0042981,0.29233339102654354,1.4935681346379093,0.0,0.12050163576881134,1565,19,Plac8;Jun;Ube2b;Itga4;Scin;Gadd45a;Raf1;Tspo;Aqp1;Runx3;Krit1;Gclm;Jak2;Acaa2;Cdk19;Rps7;Slc25a4;Hells;Lgals1,Plac8;Jun;Ube2b;Itga4;Scin;Gadd45a;Raf1;Tspo;Aqp1
regulation of nucleic acid-templated transcription%GObp%GO:1903506,0.30164483798138536,1.4899600265055681,0.0,0.12128922815945717,3275,23,Plac8;Trim12a;Jun;Mllt10;Ogt;Gadd45a;Raf1;Ash1l;Akirin1;Zfp217;Runx3;Myb;Zbtb1;Trim34a;Arid4a;Jak2;Patz1;Ehmt2;Kdm5a;Trib2;S100a10;Txn1;Elane,Plac8;Trim12a;Jun;Mllt10;Ogt;Gadd45a;Raf1;Ash1l;Akirin1;Zfp217;Runx3;Myb;Zbtb1;Trim34a;Arid4a;Jak2;Patz1;Ehmt2;Kdm5a;Trib2;S100a10
regulation of primary metabolic process%GObp%GO:0080090,0.2868513344478195,1.474277901006015,0.0,0.12276386923130468,5759,41,Plac8;Trim12a;Ifngr1;Jun;Ube2b;Mllt10;Rpl13a;Vim;Ogt;Ccdc88a;Msn;Gadd45a;Raf1;Tspo;Aqp1;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217;Ppp4r2;Runx3;Pik3ip1;Myb;Zbtb1;Trim34a;Arid4a;Jak2;Patz1;Ehmt2;Kdm5a;Spn;Trib2;S100a10;Rps7;Rbm3;Txn1;Elane;Rfc2;Dbi;Alad,Plac8;Trim12a;Ifngr1;Jun;Ube2b;Mllt10;Rpl13a;Vim;Ogt;Ccdc88a;Msn;Gadd45a;Raf1;Tspo;Aqp1;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217;Ppp4r2;Runx3;Pik3ip1;Myb;Zbtb1;Trim34a
positive regulation of multicellular organismal process%GObp%GO:0051240,0.3452670343571048,1.4964183805441489,0.0,0.12330399939134185,1667,15,Plac8;Ifngr1;Jun;Vim;Ogt;Tspo;Aqp1;Runx3;Myb;Zbtb1;Jak2;Macf1;Spn;Slc25a4;Elane,Plac8;Ifngr1;Jun;Vim;Ogt;Tspo;Aqp1
regulation of localization%GObp%GO:0032879,0.24576819197342986,1.4749255162089316,0.0,0.1254326489972026,2965,29,Trim12a;Ifngr1;Jun;Itga4;Vim;Ogt;Ccdc88a;Msn;Stom;Gadd45a;Tspo;Aqp1;Abcb4;Akirin1;Trim34a;Krit1;Jak2;Acaa2;Patz1;Macf1;Atp8a1;Spn;Adgrg1;Slc25a4;Ndufa4;Txn1;Elane;Dbi;Prtn3,Trim12a;Ifngr1;Jun;Itga4;Vim;Ogt;Ccdc88a;Msn;Stom;Gadd45a;Tspo;Aqp1
regulation of cellular biosynthetic process%GObp%GO:0031326,0.26427701821775773,1.4504961156488643,0.2,0.14321322858478178,4019,32,Plac8;Trim12a;Jun;Mllt10;Rpl13a;Vim;Ogt;Ccdc88a;Gadd45a;Raf1;Tspo;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217;Runx3;Myb;Zbtb1;Trim34a;Arid4a;Jak2;Patz1;Ehmt2;Kdm5a;Trib2;S100a10;Rbm3;Txn1;Elane;Rfc2;Dbi,Plac8;Trim12a;Jun;Mllt10;Rpl13a;Vim;Ogt;Ccdc88a;Gadd45a;Raf1;Tspo;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217
regulation of nitrogen compound metabolic process%GObp%GO:0051171,0.2777421959735399,1.450717038357042,0.0,0.1461968375136314,5572,40,Plac8;Trim12a;Ifngr1;Jun;Ube2b;Mllt10;Rpl13a;Vim;Ogt;Ccdc88a;Msn;Gadd45a;Raf1;Tspo;Aqp1;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217;Ppp4r2;Runx3;Myb;Zbtb1;Trim34a;Arid4a;Jak2;Patz1;Ehmt2;Kdm5a;Spn;Trib2;S100a10;Rps7;Rbm3;Txn1;Elane;Rfc2;Dbi;Alad,Plac8;Trim12a;Ifngr1;Jun;Ube2b;Mllt10;Rpl13a;Vim;Ogt;Ccdc88a;Msn;Gadd45a;Raf1;Tspo;Aqp1;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217
regulation of cellular protein metabolic process%GObp%GO:0032268,0.24498329987467876,1.4483601779250799,0.0,0.1465866957470011,2447,26,Jun;Ube2b;Rpl13a;Vim;Ogt;Ccdc88a;Msn;Gadd45a;Raf1;Tspo;Aqp1;Ddx6;Rpl5;Ppp4r2;Myb;Jak2;Ehmt2;Kdm5a;Spn;Trib2;S100a10;Rps7;Rbm3;Txn1;Dbi;Alad,Jun;Ube2b;Rpl13a;Vim;Ogt;Ccdc88a;Msn;Gadd45a;Raf1;Tspo;Aqp1;Ddx6;Rpl5
hematopoietic or lymphoid organ development%GObp%GO:0048534,-0.25769471852442677,-1.537156012246371,0.0,0.1540576316057428,806,15,Jun;Raf1;Tspo2;Ppp4r2;Runx3;Myb;Zbtb1;Arid4a;Jak2;Patz1;Spn;Dnase2a;Hells;Prtn3;Lgals1,Prtn3;Lgals1
regulation of protein metabolic process%GObp%GO:0051246,0.2818223357489763,1.4317857604692605,0.0,0.1590010049821455,2625,27,Ifngr1;Jun;Ube2b;Rpl13a;Vim;Ogt;Ccdc88a;Msn;Gadd45a;Raf1;Tspo;Aqp1;Ddx6;Rpl5;Ppp4r2;Myb;Jak2;Ehmt2;Kdm5a;Spn;Trib2;S100a10;Rps7;Rbm3;Txn1;Dbi;Alad,Ifngr1;Jun;Ube2b;Rpl13a;Vim;Ogt;Ccdc88a;Msn;Gadd45a;Raf1;Tspo;Aqp1
organic substance metabolic process%GObp%GO:0071704,-0.3016378004672918,-1.5248956914067606,0.0,0.16435560163286464,7458,61,Trim12a;Jun;Ube2b;Rpl13a;Ptpre;Ogt;Ccdc88a;Raf1;Tspo;Ash1l;Smc4;Ttc3;Rpl5;Npc2;Ppp4r2;Top2b;Acss2;Runx3;Zbtb1;Trim34a;Mdn1;Gclm;Arid4a;Oat;Jak2;Acaa2;Ehmt2;Cdk19;Tspan32;Kdm5a;Spn;Trib2;Pabpn1;S100a10;Rps7;Anapc16;Dnase2a;Rpl39;Rps28;Rps25;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Ldhb;Rpl22l1;Ptpn18;Adgrg1;Rbm3;Hells;Krtcap2;Txn1;Elane;Rfc2;Atp5e;Dbi;Prtn3;Ctsg;Alad;Echdc2,Npc2;Ppp4r2;Top2b;Acss2;Runx3;Zbtb1;Trim34a;Mdn1;Gclm;Arid4a;Oat;Jak2;Acaa2;Ehmt2;Cdk19;Tspan32;Kdm5a;Spn;Trib2;Pabpn1;S100a10;Rps7;Anapc16;Dnase2a;Rpl39;Rps28;Rps25;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Ldhb;Rpl22l1;Ptpn18;Adgrg1;Rbm3;Hells;Krtcap2;Txn1;Elane;Rfc2;Atp5e;Dbi;Prtn3;Ctsg;Alad;Echdc2
heterocycle metabolic process%GObp%GO:0046483,-0.26047756219680884,-1.4929228690819307,0.0,0.1847903560692925,2420,25,Jun;Ube2b;Smc4;Rpl5;Ppp4r2;Top2b;Acss2;Zbtb1;Mdn1;Acaa2;Ehmt2;Pabpn1;S100a10;Rps7;Dnase2a;Rps28;Rps25;Atp5j2;Rpl35a;Atp5l;Rbm3;Hells;Rfc2;Atp5e;Alad,Ppp4r2;Top2b;Acss2;Zbtb1;Mdn1;Acaa2;Ehmt2;Pabpn1;S100a10;Rps7;Dnase2a;Rps28;Rps25;Atp5j2;Rpl35a;Atp5l;Rbm3;Hells;Rfc2;Atp5e;Alad
regulation of cell differentiation%GObp%GO:0045595,0.31559173492568515,1.4135827745966811,0.0,0.18593238822246455,1690,16,Jun;Vim;Scin;Tspo;Ttc3;Ddx6;Akirin1;Runx3;Myb;Zbtb1;Jak2;Macf1;Mosmo;Trib2;S100a10;Slc25a4,Jun;Vim;Scin;Tspo;Ttc3;Ddx6;Akirin1;Runx3;Myb;Zbtb1;Jak2;Macf1;Mosmo;Trib2;S100a10
cellular localization%GObp%GO:0051641,0.18933159807278896,1.393933172986628,0.2,0.1877095197705885,2333,19,Ube2b;Itga4;Ogt;Scin;Ccdc88a;Raf1;Tspo;Tspo2;Npc2;Acaa2;Macf1;Tspan32;Tmem230;Pabpn1;S100a10;Atp5j2;Slc25a4;Txn1;Atp5e,Ube2b;Itga4;Ogt;Scin;Ccdc88a;Raf1;Tspo
regulation of macromolecule biosynthetic process%GObp%GO:0010556,0.24666504736175057,1.3772160117301437,0.0,0.18996728462377316,3832,31,Plac8;Trim12a;Jun;Mllt10;Rpl13a;Vim;Ogt;Ccdc88a;Gadd45a;Raf1;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217;Runx3;Myb;Zbtb1;Trim34a;Arid4a;Jak2;Patz1;Ehmt2;Kdm5a;Trib2;S100a10;Rbm3;Txn1;Elane;Rfc2;Dbi,Plac8;Trim12a;Jun;Mllt10;Rpl13a;Vim;Ogt;Ccdc88a;Gadd45a;Raf1;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217;Runx3;Myb;Zbtb1;Trim34a;Arid4a;Jak2;Patz1;Ehmt2
regulation of multicellular organismal process%GObp%GO:0051239,0.3119307001993326,1.397414434447915,0.0,0.19125120882286373,2958,21,Plac8;Ifngr1;Jun;Vim;Ogt;Scin;Gadd45a;Tspo;Aqp1;Runx3;Myb;Zbtb1;Krit1;Jak2;Patz1;Macf1;Spn;Trib2;S100a10;Slc25a4;Elane,Plac8;Ifngr1;Jun;Vim;Ogt;Scin;Gadd45a;Tspo;Aqp1
positive regulation of nucleobase-containing compound metabolic process%GObp%GO:0045935,0.28055788865992837,1.3604737121835806,0.3333333333333333,0.2004985200186945,1925,17,Plac8;Jun;Ube2b;Mllt10;Ogt;Raf1;Ash1l;Akirin1;Runx3;Myb;Arid4a;Jak2;Patz1;Kdm5a;S100a10;Rbm3;Rfc2,Plac8;Jun;Ube2b;Mllt10;Ogt
regulation of biosynthetic process%GObp%GO:0009889,0.26427701821775773,1.350811800690638,0.0,0.20087610668539638,4099,32,Plac8;Trim12a;Jun;Mllt10;Rpl13a;Vim;Ogt;Ccdc88a;Gadd45a;Raf1;Tspo;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217;Runx3;Myb;Zbtb1;Trim34a;Arid4a;Jak2;Patz1;Ehmt2;Kdm5a;Trib2;S100a10;Rbm3;Txn1;Elane;Rfc2;Dbi,Plac8;Trim12a;Jun;Mllt10;Rpl13a;Vim;Ogt;Ccdc88a;Gadd45a;Raf1;Tspo;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217
organelle membrane%GOcc%GO:0031090,-0.2655739421057995,-1.4681406575167233,0.14285714285714285,0.2029935851746258,2340,30,H2-Q6;H2-Q7;Msn;Tspo;Aqp1;Abcb4;Akirin1;Tspo2;Ndrg1;Zbtb1;H2-Q4;Acaa2;Atp8a1;Letm2;Mosmo;Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ost4;Ldhb;Slc25a4;Krtcap2;Ndufa4;Cox6c;Uqcrq;Atp5e,Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ost4;Ldhb;Slc25a4;Krtcap2;Ndufa4;Cox6c;Uqcrq;Atp5e
response to chemical%GObp%GO:0042221,0.26887514449128547,1.3516008023812311,0.0,0.2043394878351446,4334,27,Ifngr1;Jun;Ube2b;Rpl13a;Itga4;Vim;Ogt;H2-Q7;Msn;Raf1;Tspo;Aqp1;Abcb4;Runx3;Myb;Gclm;Jak2;Acaa2;Ehmt2;Pabpn1;S100a10;Rpl36al;Hells;Txn1;Elane;Ctsg;Alad,Ifngr1;Jun;Ube2b;Rpl13a;Itga4;Vim;Ogt;H2-Q7;Msn;Raf1;Tspo;Aqp1
