Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
peptide biosynthetic process%GObp%GO:0043043,-0.5902213337029995,-2.888052508172523,0.0,0.0,379,21,Eif4b;Gclm;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1
macromolecule biosynthetic process%GObp%GO:0009059,-0.41155032595326513,-2.466150133336719,0.0,0.0,1268,27,Apoe;Jund;Stat1;Stat3;Angpt1;Eif4b;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Rpl38;Ost4;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Rpl38;Ost4;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1
immune system process%GObp%GO:0002376,0.53230645777896,2.4481076620179136,0.0,0.0,2429,27,Trim12a;H2-Eb1;H2-Q7;H2-Q4;Lmo2;Trim34a;Tap1;Mpl;Tnfsf10;Ndrg1;Stat1;Wnk1;H2-Q6;Stat3;Ltb;Psmb8;Angpt1;Runx1;Ifi27;Prtn3;Rras;Ncor1;Fau;Ctsg;Rpl39;Mpo;Lgals1,Trim12a;H2-Eb1;H2-Q7;H2-Q4;Lmo2;Trim34a;Tap1;Mpl;Tnfsf10;Ndrg1;Stat1;Wnk1;H2-Q6;Stat3;Ltb;Psmb8;Angpt1;Runx1;Ifi27
immune response%GObp%GO:0006955,0.5487082312947995,2.431194072664967,0.0,0.0,1506,16,Trim12a;H2-Eb1;H2-Q7;H2-Q4;Trim34a;Tap1;Tnfsf10;Stat1;H2-Q6;Stat3;Ltb;Ifi27;Fau;Ctsg;Rpl39;Lgals1,Trim12a;H2-Eb1;H2-Q7;H2-Q4;Trim34a;Tap1;Tnfsf10;Stat1;H2-Q6;Stat3;Ltb
mitochondrion%GOcc%GO:0005739,-0.503083922355059,-2.2385725889563473,0.0,0.0,1923,21,Tap1;Fads1;Stat3;Ifi27;Rfk;Gstp1;Mrpl23;Cox5b;Rpl34;Cox6c;Atp5e;Uqcc2;Mrpl54;Uqcrb;Rps15a;Ndufv3;Cox7a2;Rpl35a;Mpo;Cox6b1;Echdc2,Rpl34;Cox6c;Atp5e;Uqcc2;Mrpl54;Uqcrb;Rps15a;Ndufv3;Cox7a2;Rpl35a;Mpo;Cox6b1;Echdc2
system development%GObp%GO:0048731,0.4759160755091617,2.0794878774588974,0.0,0.003676470588235294,4434,27,Apoe;Meg3;Lmo2;Adipor2;Mpl;Ndrg1;Stat1;Akap13;Numa1;Stat3;Ltb;Glg1;Angpt1;Runx1;Maf;Arid1b;Nrip1;Aplp2;Prtn3;Insig1;Hlf;Rras;Ncor1;Ly6e;Rb1cc1;Rpl38;Lgals1,Apoe;Meg3;Lmo2;Adipor2;Mpl;Ndrg1;Stat1;Akap13;Numa1;Stat3;Ltb;Glg1;Angpt1;Runx1;Maf;Arid1b;Nrip1;Aplp2;Prtn3;Insig1;Hlf;Rras;Ncor1;Ly6e;Rb1cc1
organonitrogen compound biosynthetic process%GObp%GO:1901566,-0.4844146434584377,-2.0727207098858376,0.0,0.004116150276904655,1152,28,Apoe;Angpt1;Rfk;Eif4b;Gclm;Gstp1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Alad;Rpl38;Ost4;Rplp1;Rps29;Atp5e;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1,Gstp1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Alad;Rpl38;Ost4;Rplp1;Rps29;Atp5e;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1
positive regulation of nitrogen compound metabolic process%GObp%GO:0051173,0.4656451933303568,2.0161884226667617,0.0,0.00625,3055,19,Apoe;Jund;Lmo2;Adipor2;Tnfsf10;Stat1;Akap13;Stat3;Angpt1;Runx1;Maf;Arid1b;Nrip1;Vgll4;Hlf;Ncor1;Rb1cc1;Rbm3;Uqcc2,Apoe;Jund;Lmo2;Adipor2;Tnfsf10;Stat1;Akap13;Stat3;Angpt1;Runx1;Maf;Arid1b;Nrip1;Vgll4
biological process involved in interspecies interaction between organisms%GObp%GO:0044419,0.5225278675446142,2.024803787643489,0.0,0.00641025641025641,1713,15,Trim12a;Apoe;H2-Eb1;Tspan32;H2-Q7;Trim34a;Ly6a;Stat1;Ifi27;Gstp1;Fau;Ctsg;Rpl39;Rps15a;Mpo,Trim12a;Apoe;H2-Eb1;Tspan32;H2-Q7;Trim34a;Ly6a;Stat1
"regulation of transcription, DNA-templated%GObp%GO:0006355",0.6121716473065528,2.02717261480075,0.0,0.006578947368421053,3271,16,Trim12a;Apoe;Jund;Lmo2;Trim34a;Stat1;Stat3;Runx1;Maf;Ifi27;Tsc22d3;Arid1b;Nrip1;Vgll4;Hlf;Ncor1,Trim12a;Apoe;Jund;Lmo2;Trim34a;Stat1;Stat3;Runx1;Maf;Ifi27;Tsc22d3;Arid1b;Nrip1;Vgll4
regulation of cellular process%GObp%GO:0050794,0.36492608353777334,2.0349532790632736,0.0,0.006756756756756757,12039,64,Trim12a;Apoe;H2-Eb1;Tspan32;H2-Q7;Meg3;Jund;Wdfy1;H2-Q4;Lmo2;Adipor2;Trim34a;Tap1;Mpl;Tnfsf10;Ndrg1;Ly6a;Stat1;Wnk1;Akap13;H2-Q6;Numa1;Stat3;Glg1;Gnb4;Angpt1;Runx1;Maf;Ifi27;Tsc22d3;Arid1b;Nrip1;Vgll4;Aplp2;Clec2d;Prtn3;Insig1;Hlf;Cyp51;Rras;Atp1a1;Ncor1;Gclm;Ly6e;Rb1cc1;Gstp1;Rps12;Crip1;Rpl37;Rps20;Alad;Rpl38;Ctsg;Ranbp1;Rplp1;Rps29;Rbm3;Uqcc2;Rps15a;Cox7a2;Rps26;S100a11;Lgals1;Arhgdib,Trim12a;Apoe;H2-Eb1;Tspan32;H2-Q7;Meg3;Jund;Wdfy1;H2-Q4;Lmo2;Adipor2;Trim34a;Tap1;Mpl;Tnfsf10;Ndrg1;Ly6a;Stat1;Wnk1;Akap13;H2-Q6;Numa1;Stat3;Glg1;Gnb4;Angpt1;Runx1;Maf;Ifi27;Tsc22d3;Arid1b;Nrip1;Vgll4;Aplp2;Clec2d;Prtn3;Insig1;Hlf;Cyp51;Rras;Atp1a1
regulation of RNA metabolic process%GObp%GO:0051252,0.5141151999973175,2.037076650097946,0.0,0.006944444444444444,3590,18,Trim12a;Apoe;Jund;Lmo2;Trim34a;Stat1;Stat3;Runx1;Maf;Ifi27;Tsc22d3;Arid1b;Nrip1;Vgll4;Hlf;Ncor1;Rbm3;Rps26,Trim12a;Apoe;Jund;Lmo2;Trim34a;Stat1;Stat3;Runx1;Maf;Ifi27;Tsc22d3;Arid1b;Nrip1;Vgll4
gene expression%GObp%GO:0010467,-0.35876747332193876,-1.9284488067951633,0.0,0.006997455470737914,2184,35,Apoe;H2-Eb1;Tspan32;Jund;Stat1;Stat3;Ltb;Maf;Eif4b;Ncor1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Rpl38;Rps25;Ctsg;Rplp1;Rps29;Sem1;Rbm3;Snrpe;Rpl39;Rpl37a;Rpl28;Snrpf;Rps26;Rpl41;Rpl35a;Rpl22l1,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Rpl38;Rps25;Ctsg;Rplp1;Rps29;Sem1;Rbm3;Snrpe;Rpl39;Rpl37a;Rpl28;Snrpf;Rps26;Rpl41;Rpl35a;Rpl22l1
regulation of multicellular organismal process%GObp%GO:0051239,0.47685832485111357,2.0484742564937686,0.0,0.0071428571428571435,2958,22,Apoe;Lmo2;Adipor2;Mpl;Stat1;Wnk1;Numa1;Stat3;Ltb;Glg1;Angpt1;Runx1;Maf;Tsc22d3;Vgll4;Clec2d;Cyp51;Rras;Atp1a1;Ncor1;Gstp1;Arhgdib,Apoe;Lmo2;Adipor2;Mpl;Stat1;Wnk1;Numa1;Stat3;Ltb;Glg1;Angpt1;Runx1;Maf;Tsc22d3;Vgll4;Clec2d;Cyp51;Rras;Atp1a1;Ncor1
cellular nitrogen compound metabolic process%GObp%GO:0034641,-0.43134994254814063,-1.9589704314715521,0.0,0.007365742600776752,3002,36,Gdpd3;Meg3;Jund;Stat1;Stat3;Rfk;Eif4b;Gclm;Ly6e;Gstp1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Alad;Rpl38;Rps25;Rplp1;Rps29;Sem1;Atp5e;Rbm3;Snrpe;Rpl39;Rpl37a;Rpl28;Snrpf;Rps26;Rpl41;Rpl35a;Rpl22l1,Gclm;Ly6e;Gstp1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Alad;Rpl38;Rps25;Rplp1;Rps29;Sem1;Atp5e;Rbm3;Snrpe;Rpl39;Rpl37a;Rpl28;Snrpf;Rps26;Rpl41;Rpl35a;Rpl22l1
response to external stimulus%GObp%GO:0009605,0.4157365844322004,1.908614475353796,0.0,0.007653061224489797,2575,19,Trim12a;Apoe;H2-Eb1;Tspan32;H2-Q7;Trim34a;Ly6a;Stat1;Fads1;Angpt1;Ifi27;Atp1a1;Gstp1;Fau;Alad;Ctsg;Rpl39;Rps15a;Mpo,Trim12a;Apoe;H2-Eb1;Tspan32;H2-Q7;Trim34a;Ly6a;Stat1
biosynthetic process%GObp%GO:0009058,-0.32678241442877143,-2.0304449461941174,0.0,0.007774950523042127,2237,37,Apoe;Jund;Stat1;Scd2;Fads1;Stat3;Angpt1;Rfk;Insig1;Eif4b;Cyp51;Gclm;Gstp1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Alad;Rpl38;Ost4;Rplp1;Rps29;Atp5e;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Mpo;Rpl22l1,Gstp1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Alad;Rpl38;Ost4;Rplp1;Rps29;Atp5e;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Mpo;Rpl22l1
positive regulation of biological process%GObp%GO:0048518,0.38477538237147646,1.9667488310696577,0.0,0.0078125,6622,43,Trim12a;Apoe;H2-Eb1;H2-Q7;Jund;Wdfy1;H2-Q4;Lmo2;Adipor2;Trim34a;Mpl;Tnfsf10;Stat1;Wnk1;Akap13;H2-Q6;Numa1;Stat3;Ltb;Angpt1;Runx1;Maf;Arid1b;Nrip1;Vgll4;Hlf;Cyp51;Rras;Atp1a1;Ncor1;Rb1cc1;Gstp1;Rps12;Rpl37;Rps20;Ctsg;Ranbp1;Rps29;Rbm3;Uqcc2;Rps15a;S100a11;Lgals1,Trim12a;Apoe;H2-Eb1;H2-Q7;Jund;Wdfy1;H2-Q4;Lmo2;Adipor2;Trim34a;Mpl;Tnfsf10;Stat1;Wnk1;Akap13;H2-Q6;Numa1;Stat3;Ltb;Angpt1;Runx1;Maf
regulation of response to stimulus%GObp%GO:0048583,0.39023686227649895,1.9679961664025825,0.0,0.00797872340425532,4040,34,Trim12a;Apoe;Tspan32;H2-Q7;Wdfy1;H2-Q4;Trim34a;Tap1;Tnfsf10;Stat1;Wnk1;Akap13;H2-Q6;Numa1;Stat3;Glg1;Angpt1;Runx1;Vgll4;Aplp2;Clec2d;Insig1;Rras;Ncor1;Gclm;Ly6e;Rb1cc1;Gstp1;Rps12;Rpl37;Rps20;Ctsg;Lgals1;Arhgdib,Trim12a;Apoe;Tspan32;H2-Q7;Wdfy1;H2-Q4;Trim34a;Tap1;Tnfsf10;Stat1;Wnk1;Akap13;H2-Q6;Numa1;Stat3;Glg1;Angpt1;Runx1
regulation of primary metabolic process%GObp%GO:0080090,0.3928894137759094,1.9709403098902056,0.0,0.008152173913043478,5759,34,Trim12a;Apoe;Jund;Lmo2;Adipor2;Trim34a;Tnfsf10;Stat1;Akap13;Stat3;Psmb8;Glg1;Angpt1;Runx1;Maf;Ifi27;Tsc22d3;Arid1b;Nrip1;Vgll4;Aplp2;Insig1;Hlf;Cyp51;Atp1a1;Ncor1;Rb1cc1;Gstp1;Alad;Rpl38;Rplp1;Rbm3;Uqcc2;Rps26,Trim12a;Apoe;Jund;Lmo2;Adipor2;Trim34a;Tnfsf10;Stat1;Akap13;Stat3;Psmb8;Glg1;Angpt1;Runx1;Maf;Ifi27;Tsc22d3;Arid1b;Nrip1;Vgll4;Aplp2;Insig1;Hlf;Cyp51;Atp1a1;Ncor1
negative regulation of metabolic process%GObp%GO:0009892,0.3939608789298185,1.9729899827110915,0.0,0.008333333333333335,3149,22,Apoe;Meg3;Jund;Adipor2;Wnk1;Stat3;Glg1;Angpt1;Runx1;Maf;Ifi27;Tsc22d3;Nrip1;Vgll4;Insig1;Cyp51;Atp1a1;Ncor1;Gstp1;Alad;Rbm3;Rps26,Apoe;Meg3;Jund;Adipor2;Wnk1;Stat3;Glg1;Angpt1;Runx1;Maf;Ifi27;Tsc22d3;Nrip1;Vgll4;Insig1;Cyp51;Atp1a1;Ncor1
regulation of signaling%GObp%GO:0023051,0.3313770160492869,1.9749872568950286,0.0,0.008522727272727274,3502,27,Trim12a;Apoe;Wdfy1;Trim34a;Tnfsf10;Stat1;Wnk1;Akap13;Numa1;Stat3;Glg1;Angpt1;Runx1;Vgll4;Aplp2;Insig1;Rras;Ncor1;Gclm;Ly6e;Rb1cc1;Gstp1;Rps12;Rpl37;Rps20;Uqcc2;Arhgdib,Trim12a;Apoe;Wdfy1;Trim34a;Tnfsf10;Stat1;Wnk1;Akap13;Numa1;Stat3;Glg1;Angpt1;Runx1;Vgll4;Aplp2;Insig1;Rras;Ncor1;Gclm;Ly6e;Rb1cc1;Gstp1
regulation of developmental process%GObp%GO:0050793,0.5173288065187008,1.9817110107890865,0.0,0.008720930232558141,2682,18,Apoe;Jund;Lmo2;Mpl;Stat1;Numa1;Stat3;Glg1;Runx1;Maf;Tsc22d3;Vgll4;Clec2d;Insig1;Cyp51;Rras;Ncor1;Uqcc2,Apoe;Jund;Lmo2;Mpl;Stat1;Numa1;Stat3;Glg1;Runx1;Maf;Tsc22d3;Vgll4;Clec2d;Insig1;Cyp51;Rras;Ncor1
metal ion binding%GOmf%GO:0046872,0.46345007219082934,2.002355192557774,0.0,0.00892857142857143,3598,24,Trim12a;Apoe;Gdpd3;Wdfy1;Lmo2;Adipor2;Trim34a;Tap1;Tnfsf10;Wnk1;Scd2;Akap13;Runx1;Aplp2;Rfk;Cyp51;Atp1a1;Crip1;Rpl37;Alad;Rps29;Rpl37a;Mpo;S100a11,Trim12a;Apoe;Gdpd3;Wdfy1;Lmo2;Adipor2;Trim34a;Tap1;Tnfsf10;Wnk1;Scd2;Akap13
negative regulation of biological process%GObp%GO:0048519,0.3957837776885844,2.00650643471025,0.0,0.009146341463414634,5632,38,Trim12a;Apoe;Tspan32;Meg3;Jund;Lmo2;Adipor2;Tap1;Mpl;Ndrg1;Stat1;Wnk1;Stat3;Glg1;Angpt1;Runx1;Maf;Ifi27;Tsc22d3;Nrip1;Vgll4;Clec2d;Prtn3;Insig1;Cyp51;Rras;Atp1a1;Ncor1;Gclm;Ly6e;Rb1cc1;Gstp1;Alad;Ctsg;Rbm3;Rps26;Lgals1;Arhgdib,Trim12a;Apoe;Tspan32;Meg3;Jund;Lmo2;Adipor2;Tap1;Mpl;Ndrg1;Stat1;Wnk1;Stat3;Glg1;Angpt1;Runx1;Maf;Ifi27;Tsc22d3;Nrip1;Vgll4;Clec2d;Prtn3;Insig1;Cyp51;Rras;Atp1a1;Ncor1;Gclm;Ly6e;Rb1cc1;Gstp1
cellular macromolecule metabolic process%GObp%GO:0044260,-0.3142809828423636,-1.8704211161272108,0.0,0.009996364958197019,4010,32,Trim12a;Apoe;Meg3;Trim34a;Wnk1;Psmb8;Ifi27;Eif4b;Rb1cc1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Rpl38;Ost4;Ctsg;Rplp1;Rps29;Sem1;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Rpl38;Ost4;Ctsg;Rplp1;Rps29;Sem1;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1
cellular response to stimulus%GObp%GO:0051716,0.362924426412885,1.8950269985644848,0.0,0.01,7203,35,Apoe;Tspan32;H2-Q7;Meg3;Jund;Lmo2;Adipor2;Mpl;Ndrg1;Ly6a;Stat1;Wnk1;Akap13;Fads1;Stat3;Gnb4;Angpt1;Runx1;Ifi27;Nrip1;Insig1;Rras;Atp1a1;Ncor1;Gclm;Ly6e;Gstp1;Crip1;Alad;Ctsg;Ranbp1;Tuba1b;Sem1;Mpo;Arhgdib,Apoe;Tspan32;H2-Q7;Meg3;Jund;Lmo2;Adipor2;Mpl;Ndrg1;Ly6a;Stat1;Wnk1;Akap13;Fads1;Stat3;Gnb4;Angpt1;Runx1;Ifi27
regulation of cellular metabolic process%GOmf%GO:0031323,0.39682592250916776,1.8767326898320218,0.0,0.011792452830188678,2399,16,Trim12a;Jund;Lmo2;Stat1;Wnk1;Stat3;Runx1;Maf;Nrip1;Aplp2;Eif4b;Hlf;Ncor1;Rpl37;Rps20;Rplp1,Trim12a;Jund;Lmo2;Stat1;Wnk1;Stat3;Runx1;Maf;Nrip1;Aplp2;Eif4b;Hlf
developmental process%GObp%GO:0032502,0.47247100931399055,1.8794934678105417,0.0,0.012019230769230768,5960,32,Apoe;H2-Q7;Meg3;Jund;Lmo2;Adipor2;Mpl;Ndrg1;Stat1;Akap13;Numa1;Stat3;Ltb;Psmb8;Glg1;Angpt1;Runx1;Maf;Arid1b;Nrip1;Aplp2;Prtn3;Insig1;Hlf;Rras;Tagln2;Ncor1;Ly6e;Rb1cc1;Rpl38;S100a11;Lgals1,Apoe;H2-Q7;Meg3;Jund;Lmo2;Adipor2;Mpl;Ndrg1;Stat1;Akap13;Numa1;Stat3;Ltb;Psmb8;Glg1;Angpt1;Runx1;Maf;Arid1b;Nrip1;Aplp2;Prtn3;Insig1;Hlf;Rras;Tagln2;Ncor1;Ly6e;Rb1cc1
regulation of cellular metabolic process%GObp%GO:0031323,0.3706603470361402,1.8811066331702546,0.0,0.012254901960784314,5952,34,Trim12a;Apoe;Jund;Lmo2;Adipor2;Trim34a;Tnfsf10;Stat1;Wnk1;Akap13;Stat3;Glg1;Angpt1;Runx1;Maf;Ifi27;Tsc22d3;Arid1b;Nrip1;Vgll4;Aplp2;Insig1;Hlf;Atp1a1;Ncor1;Rb1cc1;Gstp1;Alad;Rpl38;Rplp1;Rbm3;Uqcc2;Cox7a2;Rps26,Trim12a;Apoe;Jund;Lmo2;Adipor2;Trim34a;Tnfsf10;Stat1;Wnk1;Akap13;Stat3;Glg1;Angpt1;Runx1;Maf;Ifi27;Tsc22d3;Arid1b;Nrip1;Vgll4;Aplp2
negative regulation of cellular process%GObp%GO:0048523,0.3657276484140795,1.8078114180665594,0.0,0.013157894736842106,5066,33,Apoe;Tspan32;Jund;Lmo2;Adipor2;Tap1;Mpl;Ndrg1;Stat1;Wnk1;Stat3;Glg1;Angpt1;Runx1;Maf;Ifi27;Tsc22d3;Nrip1;Vgll4;Clec2d;Insig1;Cyp51;Rras;Atp1a1;Ncor1;Gclm;Rb1cc1;Gstp1;Alad;Ctsg;Rps26;Lgals1;Arhgdib,Apoe;Tspan32;Jund;Lmo2;Adipor2;Tap1;Mpl;Ndrg1;Stat1;Wnk1;Stat3;Glg1;Angpt1;Runx1;Maf;Ifi27;Tsc22d3;Nrip1;Vgll4;Clec2d;Insig1;Cyp51;Rras;Atp1a1;Ncor1;Gclm;Rb1cc1;Gstp1
signal transduction%GObp%GO:0007165,0.5186256096518601,1.831600381842225,0.0,0.013392857142857144,5130,19,Apoe;Tspan32;Meg3;Adipor2;Mpl;Ndrg1;Ly6a;Stat1;Wnk1;Akap13;Stat3;Gnb4;Angpt1;Ifi27;Insig1;Rras;Ly6e;Crip1;Arhgdib,Apoe;Tspan32;Meg3;Adipor2;Mpl;Ndrg1;Ly6a;Stat1;Wnk1;Akap13;Stat3;Gnb4;Angpt1;Ifi27
positive regulation of cellular process%GObp%GO:0048522,0.38226274849190195,1.8642449076095655,0.0,0.013636363636363637,6069,41,Trim12a;Apoe;H2-Eb1;H2-Q7;Jund;Wdfy1;H2-Q4;Lmo2;Adipor2;Trim34a;Mpl;Tnfsf10;Stat1;Wnk1;Akap13;H2-Q6;Numa1;Stat3;Angpt1;Runx1;Maf;Arid1b;Nrip1;Vgll4;Hlf;Cyp51;Rras;Ncor1;Rb1cc1;Gstp1;Rps12;Rpl37;Rps20;Ctsg;Ranbp1;Rps29;Rbm3;Uqcc2;Rps15a;S100a11;Lgals1,Trim12a;Apoe;H2-Eb1;H2-Q7;Jund;Wdfy1;H2-Q4;Lmo2;Adipor2;Trim34a;Mpl;Tnfsf10;Stat1;Wnk1;Akap13;H2-Q6;Numa1;Stat3;Angpt1;Runx1;Maf;Arid1b;Nrip1;Vgll4
binding%GOmf%GO:0005488,0.34192348004057693,1.8666560857672267,0.0,0.01388888888888889,14113,77,Trim12a;Apoe;Gdpd3;H2-Eb1;H2-Q7;Jund;Wdfy1;H2-Q4;Lmo2;Adipor2;Trim34a;Tap1;Tnfsf10;Ndrg1;Ly6a;Stat1;Wnk1;Scd2;Akap13;H2-Q6;Numa1;Stat3;Ltb;Psmb8;Glg1;Gnb4;Angpt1;Runx1;Maf;Ifi27;Muc13;Tsc22d3;Arid1b;Nrip1;Vgll4;Aplp2;Rfk;Clec2d;Kansl1l;Prtn3;Insig1;Eif4b;Hlf;Cyp51;Rras;Atp1a1;Ncor1;Gclm;Ly6e;Rb1cc1;Gstp1;Crip1;Rpl37;Nop10;Fau;Rps20;Alad;Sec61g;Ctsg;Tuba1b;Rplp1;Rps29;Sem1;Atp5e;Rbm3;Snrpe;Rpl39;Rpl37a;Uqcrb;Snrpf;Rps26;Rpl41;Mpo;Rpl22l1;S100a11;Lgals1;Arhgdib,Trim12a;Apoe;Gdpd3;H2-Eb1;H2-Q7;Jund;Wdfy1;H2-Q4;Lmo2;Adipor2;Trim34a;Tap1;Tnfsf10;Ndrg1;Ly6a;Stat1;Wnk1;Scd2;Akap13;H2-Q6;Numa1;Stat3;Ltb;Psmb8;Glg1;Gnb4;Angpt1;Runx1;Maf;Ifi27;Muc13;Tsc22d3;Arid1b;Nrip1;Vgll4;Aplp2;Rfk;Clec2d;Kansl1l;Prtn3;Insig1;Eif4b;Hlf;Cyp51
cellular nitrogen compound biosynthetic process%GObp%GO:0044271,-0.45988458015952344,-1.750678164596392,0.0,0.015211859718995463,1161,28,Jund;Stat1;Stat3;Rfk;Eif4b;Gclm;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Alad;Rpl38;Rplp1;Rps29;Atp5e;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Alad;Rpl38;Rplp1;Rps29;Atp5e;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1
cellular metabolic process%GObp%GO:0044237,-0.32121320423178873,-1.751614885299586,0.0,0.01590330788804071,6791,55,Trim12a;Apoe;Gdpd3;Meg3;Jund;Adipor2;Trim34a;Stat1;Wnk1;Scd2;Fads1;Stat3;Psmb8;Angpt1;Ifi27;Rfk;Insig1;Eif4b;Gclm;Ly6e;Rb1cc1;Gstp1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Alad;Rpl38;Cox5b;Ost4;Rps25;Ctsg;Rplp1;Rps29;Sem1;Atp5e;Rbm3;Snrpe;Rpl39;Rpl37a;Rpl28;Uqcrb;Ndufv3;Snrpf;Rps26;Rpl41;Rpl35a;Mpo;Rpl22l1;Echdc2,Ly6e;Rb1cc1;Gstp1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Alad;Rpl38;Cox5b;Ost4;Rps25;Ctsg;Rplp1;Rps29;Sem1;Atp5e;Rbm3;Snrpe;Rpl39;Rpl37a;Rpl28;Uqcrb;Ndufv3;Snrpf;Rps26;Rpl41;Rpl35a;Mpo;Rpl22l1;Echdc2
regulation of macromolecule biosynthetic process%GObp%GO:0010556,0.3923787291794348,1.7612821511212784,0.0,0.017241379310344827,3832,22,Trim12a;Apoe;Jund;Lmo2;Trim34a;Stat1;Stat3;Runx1;Maf;Ifi27;Tsc22d3;Arid1b;Nrip1;Vgll4;Hlf;Ncor1;Rb1cc1;Gstp1;Rpl38;Rplp1;Rbm3;Uqcc2,Trim12a;Apoe;Jund;Lmo2;Trim34a;Stat1;Stat3;Runx1;Maf;Ifi27;Tsc22d3;Arid1b;Nrip1;Vgll4
positive regulation of cellular metabolic process%GObp%GO:0031325,0.49362792316201454,1.7229148257373872,0.0,0.018750000000000003,3310,22,Trim12a;Apoe;Jund;Lmo2;Adipor2;Trim34a;Tnfsf10;Stat1;Akap13;Stat3;Angpt1;Runx1;Maf;Arid1b;Nrip1;Vgll4;Hlf;Ncor1;Rb1cc1;Gstp1;Rbm3;Uqcc2,Trim12a;Apoe;Jund;Lmo2;Adipor2;Trim34a;Tnfsf10;Stat1;Akap13;Stat3;Angpt1;Runx1;Maf;Arid1b;Nrip1;Vgll4
regulation of cellular process%GOmf%GO:0050794,0.406102893866155,1.747673249942565,0.0,0.019067796610169493,4009,23,Trim12a;Jund;Lmo2;Mpl;Tnfsf10;Ly6a;Stat1;Wnk1;Akap13;Stat3;Ltb;Runx1;Maf;Nrip1;Aplp2;Eif4b;Hlf;Ncor1;Ly6e;Rpl37;Rps20;Ctsg;Rplp1,Trim12a;Jund;Lmo2;Mpl;Tnfsf10;Ly6a;Stat1;Wnk1;Akap13;Stat3;Ltb;Runx1;Maf;Nrip1;Aplp2;Eif4b;Hlf
regulation of biological process%GOmf%GO:0050789,0.406102893866155,1.6750843808171783,0.0,0.022540983606557378,4050,23,Trim12a;Jund;Lmo2;Mpl;Tnfsf10;Ly6a;Stat1;Wnk1;Akap13;Stat3;Ltb;Runx1;Maf;Nrip1;Aplp2;Eif4b;Hlf;Ncor1;Ly6e;Rpl37;Rps20;Ctsg;Rplp1,Trim12a;Jund;Lmo2;Mpl;Tnfsf10;Ly6a;Stat1;Wnk1;Akap13;Stat3;Ltb;Runx1;Maf;Nrip1;Aplp2;Eif4b;Hlf
