Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
protein-containing complex%GOcc%GO:0032991,-0.3282220789685771,-1.9543921586010746,0.0,0.007339713607253364,5831,69,H2-Q7;Jund;Cd74;Stat1;Apobec3;Tspan32;H2-Q6;H2-Eb1;H2-Ab1;Psmb8;Etf1;Lmo2;Apoe;Hlf;Nfe2;H2-Q4;H2-K1;Pabpn1;Sptan1;Akirin2;Nufip2;Sugt1;Nfkb1;Ldlr;Camk2d;H2-T23;Dtx3l;0610009B22Rik;Gon4l;Ddb1;H2-T22;Mcl1;Smarca2;Eif3d;Eps8;Rps29;Rpl38;Rps15a;Snrpd2;Cox5b;Hnrnpd;Cox8a;Rplp1;Rpl34;Rpl28;Sem1;Snrpe;Rps17;Cks2;Rps26;Dars;Rpl39;Rpl35a;Rpl36;Ost4;Rps25;Ndufa13;Atp5j2;Cox7a2;Hint1;Lgals1;Cox7b;Cbx3;Nop10;Cox6c;Atp5e;Rpl41;Rbm3;Snrpf,Rps29;Rpl38;Rps15a;Snrpd2;Cox5b;Hnrnpd;Cox8a;Rplp1;Rpl34;Rpl28;Sem1;Snrpe;Rps17;Cks2;Rps26;Dars;Rpl39;Rpl35a;Rpl36;Ost4;Rps25;Ndufa13;Atp5j2;Cox7a2;Hint1;Lgals1;Cox7b;Cbx3;Nop10;Cox6c;Atp5e;Rpl41;Rbm3;Snrpf
macromolecule modification%GObp%GO:0043412,0.33435612297293027,1.9895245682355625,0.0,0.0073631616514519705,2609,22,Trim12a;Tgm2;Apobec3;Gcnt2;Hipk1;Ifi27;Etf1;Trim56;Trim34a;Ptprc;Usp8;Slc35c2;Pgap2;Trim47;Uvssa;Camk2d;Dtx3l;Ddb1;Tpst2;Ost4;Hint1;Nop10,Trim12a;Tgm2;Apobec3;Gcnt2;Hipk1;Ifi27;Etf1;Trim56;Trim34a;Ptprc;Usp8;Slc35c2;Pgap2;Trim47;Uvssa;Camk2d;Dtx3l;Ddb1;Tpst2
regulation of cellular biosynthetic process%GOmf%GO:0031326,0.4102564102564093,2.0075338301661843,0.0,0.007562166020410132,1969,18,Trim12a;Jund;Stat1;Hipk1;Etf1;Lmo2;Hlf;Tsc22d1;Eif4b;Nfe2;Foxp1;Akirin2;Cbfa2t3;Nfkb1;Gon4l;Myb;Smarca2;Eif3d,Trim12a;Jund;Stat1;Hipk1;Etf1;Lmo2;Hlf;Tsc22d1;Eif4b;Nfe2;Foxp1;Akirin2;Cbfa2t3;Nfkb1;Gon4l;Myb;Smarca2;Eif3d
positive regulation of response to stimulus%GObp%GO:0048584,0.40166369175444316,2.273771418424646,0.0,0.007772226187643746,2320,34,Trim12a;H2-Q7;Cd74;Gcnt2;Hmgcr;Wdfy1;H2-Q6;H2-Ab1;Osbpl8;Apoe;Trim56;Akap13;Trim34a;Ptprc;Rap1b;Tnfsf10;H2-Q4;H2-K1;Foxp1;Akirin2;Usp8;Slc35c2;Madd;Nfkb1;Ldlr;Camk2d;H2-T23;Dtx3l;H2-T22;Mcl1;Myb;Hint1;Lgals1;Pdcd4,Trim12a;H2-Q7;Cd74;Gcnt2;Hmgcr;Wdfy1;H2-Q6;H2-Ab1;Osbpl8;Apoe;Trim56;Akap13;Trim34a;Ptprc;Rap1b;Tnfsf10;H2-Q4;H2-K1;Foxp1;Akirin2;Usp8;Slc35c2;Madd;Nfkb1;Ldlr;Camk2d;H2-T23;Dtx3l
response to external stimulus%GObp%GO:0009605,0.4367372264168256,2.019117708671671,0.0,0.007772226187643746,2575,26,Trim12a;Iigp1;H2-Q7;Cd74;Stat1;Apobec3;Tspan32;H2-Eb1;H2-Ab1;Ifi27;Apoe;Trim56;Trim34a;Ptprc;Rgs1;H2-K1;Foxp1;Pabpn1;Akirin2;Nfkb1;Ldlr;Dtx3l;Rps15a;Rpl39;Alad;Pdcd4,Trim12a;Iigp1;H2-Q7;Cd74;Stat1;Apobec3;Tspan32;H2-Eb1;H2-Ab1;Ifi27;Apoe;Trim56;Trim34a;Ptprc;Rgs1;H2-K1;Foxp1;Pabpn1;Akirin2
organonitrogen compound biosynthetic process%GObp%GO:1901566,-0.43203056673502765,-1.9847589828286438,0.0,0.007951356407857811,1152,27,Gcnt2;Etf1;Apoe;Eif4b;Cers4;Slc35c2;Lars2;Pgap2;Eif3d;Atpif1;Rps29;Rpl38;Rplp1;Rpl28;Rps17;Rps26;Dars;Rpl39;Rpl35a;Rpl36;Ost4;Atp5j2;Atp5e;Rpl41;Rbm3;Alad;Rpl22l1,Eif3d;Atpif1;Rps29;Rpl38;Rplp1;Rpl28;Rps17;Rps26;Dars;Rpl39;Rpl35a;Rpl36;Ost4;Atp5j2;Atp5e;Rpl41;Rbm3;Alad;Rpl22l1
immune system process%GObp%GO:0002376,0.42492031466152685,2.0283739456148417,0.0,0.007994289793004997,2429,36,Trim12a;Iigp1;H2-Q7;Prtn3;Cd74;Stat1;Apobec3;Mpl;H2-Q6;Ltb;H2-Eb1;Ndrg1;H2-Ab1;Ifi27;Psmb8;Lmo2;Trim56;Trim34a;Ptprc;Tnfsf10;H2-Q4;H2-K1;Foxp1;Akirin2;Cbfa2t3;Nfkb1;H2-T23;Dtx3l;Gon4l;H2-T22;Myb;Eps8;Atpif1;Rps17;Rpl39;Lgals1,Trim12a;Iigp1;H2-Q7;Prtn3;Cd74;Stat1;Apobec3;Mpl;H2-Q6;Ltb;H2-Eb1;Ndrg1;H2-Ab1;Ifi27;Psmb8;Lmo2;Trim56;Trim34a;Ptprc;Tnfsf10;H2-Q4;H2-K1;Foxp1;Akirin2
regulation of defense response%GObp%GO:0031347,0.40835538298875995,2.0303112724674364,0.0,0.008229415963387497,631,15,Trim12a;Cd74;Stat1;Apobec3;Ctla2a;Tspan32;Apoe;Trim56;Foxp1;Akirin2;Nfkb1;Ldlr;Dtx3l;Lgals1;Pdcd4,Trim12a;Cd74;Stat1;Apobec3;Ctla2a;Tspan32
regulation of RNA metabolic process%GOmf%GO:0051252,0.4166666666666654,1.94456907227758,0.0,0.008394004282655246,1818,15,Trim12a;Jund;Stat1;Hipk1;Lmo2;Hlf;Tsc22d1;Nfe2;Foxp1;Akirin2;Cbfa2t3;Nfkb1;Gon4l;Myb;Smarca2,Trim12a;Jund;Stat1;Hipk1;Lmo2;Hlf;Tsc22d1;Nfe2;Foxp1;Akirin2;Cbfa2t3;Nfkb1;Gon4l;Myb;Smarca2
plasma membrane%GOcc%GO:0005886,0.48757889774076474,2.0827030839338843,0.0,0.00847879220470227,5541,33,H2-Q7;Prtn3;Tgm2;Cd74;Mpl;Tspan32;H2-Q6;Ltb;H2-Eb1;Ndrg1;Slc2a3;H2-Ab1;Rabac1;Apoe;Gpr171;Ptprc;Rap1b;Tnfsf10;H2-Q4;Chic2;Rgs1;H2-K1;Sptan1;Usp8;Plppr3;Madd;Ldlr;Camk2d;H2-T23;H2-T22;Aplp2;Eps8;Hint1,H2-Q7;Prtn3;Tgm2;Cd74;Mpl;Tspan32;H2-Q6;Ltb;H2-Eb1;Ndrg1;Slc2a3;H2-Ab1;Rabac1;Apoe;Gpr171;Ptprc;Rap1b;Tnfsf10;H2-Q4;Chic2;Rgs1;H2-K1;Sptan1;Usp8;Plppr3;Madd;Ldlr;Camk2d;H2-T23
positive regulation of biological process%GObp%GO:0048518,0.37837137699337664,1.9446785970229887,0.0,0.008565310492505354,6622,59,Trim12a;H2-Q7;Jund;Tgm2;Cd74;Stat1;Gcnt2;Hmgcr;Wdfy1;Mpl;Hipk1;H2-Q6;Ltb;H2-Eb1;H2-Ab1;Osbpl8;Lmo2;Apoe;Trim56;Hlf;Tsc22d1;Cyp51;Pcnt;Akap13;Trim34a;Nfe2;Ptprc;Rap1b;Tnfsf10;H2-Q4;H2-K1;Foxp1;Akirin2;Usp8;Slc35c2;Cbfa2t3;Madd;Nfkb1;Ldlr;Fdps;Camk2d;H2-T23;Dtx3l;Ddb1;H2-T22;Mcl1;Myb;Smarca2;Eif3d;Eps8;Atpif1;Rps29;Rps15a;Hnrnpd;Hint1;Lgals1;S100a11;Rbm3;Pdcd4,Trim12a;H2-Q7;Jund;Tgm2;Cd74;Stat1;Gcnt2;Hmgcr;Wdfy1;Mpl;Hipk1;H2-Q6;Ltb;H2-Eb1;H2-Ab1;Osbpl8;Lmo2;Apoe;Trim56;Hlf;Tsc22d1;Cyp51;Pcnt;Akap13;Trim34a;Nfe2;Ptprc;Rap1b;Tnfsf10;H2-Q4;H2-K1;Foxp1;Akirin2;Usp8;Slc35c2;Cbfa2t3;Madd;Nfkb1;Ldlr;Fdps;Camk2d;H2-T23;Dtx3l
cellular nitrogen compound metabolic process%GObp%GO:0034641,-0.36996076959080765,-2.014649930577752,0.0,0.00867420699039034,3002,41,Gdpd3;Jund;Stat1;Apobec3;Hmgcr;Etf1;Eif4b;Cers4;Foxp1;Pabpn1;Lars2;Cbfa2t3;Uvssa;Dtx3l;Ddb1;Eif3d;Atpif1;Rps29;Rpl38;Snrpd2;Hnrnpd;Rplp1;Rpl28;Sem1;Snrpe;Rps17;Rps26;Dars;Rpl39;Rpl35a;Rpl36;Rps25;Atp5j2;Hint1;Nop10;Atp5e;Rpl41;Rbm3;Alad;Rpl22l1;Snrpf,Atpif1;Rps29;Rpl38;Snrpd2;Hnrnpd;Rplp1;Rpl28;Sem1;Snrpe;Rps17;Rps26;Dars;Rpl39;Rpl35a;Rpl36;Rps25;Atp5j2;Hint1;Nop10;Atp5e;Rpl41;Rbm3;Alad;Rpl22l1;Snrpf
regulation of catalytic activity%GObp%GO:0050790,0.41757685078124884,2.0872853702893397,0.0,0.008743754461099216,1882,18,Prtn3;Cd74;Stat1;Hmgcr;Psmb8;Osbpl8;Apoe;Akap13;Ptprc;Tnfsf10;Rgs1;Pabpn1;Akirin2;Nfkb1;Dtx3l;Aplp2;Atpif1;Hnrnpd,Prtn3;Cd74;Stat1;Hmgcr;Psmb8;Osbpl8;Apoe;Akap13;Ptprc;Tnfsf10;Rgs1;Pabpn1;Akirin2
biological regulation%GOmf%GO:0065007,0.3621128653525855,1.9455720504812088,0.0,0.008743754461099216,4845,33,Trim12a;Jund;Cd74;Stat1;Mpl;Hipk1;Ltb;Etf1;Lmo2;Apoe;Hlf;Tsc22d1;Akap13;Eif4b;Nfe2;Gpr171;Tnfsf10;Rgs1;Foxp1;Akirin2;Lars2;Cbfa2t3;Madd;Nfkb1;Dtx3l;Gon4l;Aplp2;Myb;Smarca2;Eif3d;Rplp1;Cks2;Arhgdib,Trim12a;Jund;Cd74;Stat1;Mpl;Hipk1;Ltb;Etf1;Lmo2;Apoe;Hlf;Tsc22d1;Akap13;Eif4b;Nfe2;Gpr171;Tnfsf10;Rgs1;Foxp1;Akirin2;Lars2;Cbfa2t3;Madd;Nfkb1
anatomical structure development%GObp%GO:0048856,0.3268611554844165,1.9461505070748724,0.0,0.008929791790058773,5516,41,H2-Q7;Jund;Prtn3;Tgm2;Cd74;Stat1;Apobec3;Hmgcr;Mpl;Hipk1;Ltb;Ndrg1;H2-Ab1;Lmo2;Apoe;Hlf;Pcnt;Akap13;Nfe2;Ptprc;Rap1b;H2-K1;Foxp1;Akirin2;Cbfa2t3;Nfkb1;Ldlr;Camk2d;H2-T23;0610009B22Rik;Gon4l;Aplp2;Mcl1;Myb;Smarca2;Atpif1;Rpl38;Cks2;Lgals1;Cox7b;Pdcd4,H2-Q7;Jund;Prtn3;Tgm2;Cd74;Stat1;Apobec3;Hmgcr;Mpl;Hipk1;Ltb;Ndrg1;H2-Ab1;Lmo2;Apoe;Hlf;Pcnt;Akap13;Nfe2;Ptprc;Rap1b;H2-K1;Foxp1;Akirin2;Cbfa2t3;Nfkb1;Ldlr;Camk2d;H2-T23;0610009B22Rik;Gon4l;Aplp2;Mcl1;Myb;Smarca2
primary metabolic process%GOmf%GO:0044238,0.3753179393318051,2.0945698228238507,0.0,0.009025811056618543,2850,22,Trim12a;Prtn3;Tgm2;Apobec3;Ctla2a;Hipk1;Psmb8;Etf1;Trim56;Akap13;Eif4b;Trim34a;Ptprc;Usp8;Lars2;Trim47;Camk2d;Dtx3l;Eif3d;Atp5j2;Hint1;Atp5e,Trim12a;Prtn3;Tgm2;Apobec3;Ctla2a;Hipk1;Psmb8;Etf1;Trim56;Akap13;Eif4b;Trim34a;Ptprc
regulation of macromolecule biosynthetic process%GOmf%GO:0010556,0.4102564102564093,1.9548238486376255,0.0,0.009123917698538311,1963,18,Trim12a;Jund;Stat1;Hipk1;Etf1;Lmo2;Hlf;Tsc22d1;Eif4b;Nfe2;Foxp1;Akirin2;Cbfa2t3;Nfkb1;Gon4l;Myb;Smarca2;Eif3d,Trim12a;Jund;Stat1;Hipk1;Etf1;Lmo2;Hlf;Tsc22d1;Eif4b;Nfe2;Foxp1;Akirin2;Cbfa2t3;Nfkb1;Gon4l;Myb;Smarca2;Eif3d
regulation of signal transduction%GObp%GO:0009966,0.3548597404688557,2.1058866542941086,0.0,0.009326671425172496,2926,28,Trim12a;Cd74;Stat1;Gcnt2;Hmgcr;Wdfy1;Hipk1;Osbpl8;Apoe;Trim56;Akap13;Trim34a;Ptprc;Rap1b;Tnfsf10;Rgs1;Foxp1;Usp8;Slc35c2;Madd;Nfkb1;Camk2d;Aplp2;Mcl1;Eps8;Hint1;Pdcd4;Arhgdib,Trim12a;Cd74;Stat1;Gcnt2;Hmgcr;Wdfy1;Hipk1;Osbpl8;Apoe;Trim56;Akap13;Trim34a;Ptprc;Rap1b;Tnfsf10;Rgs1;Foxp1;Usp8;Slc35c2;Madd;Nfkb1
cellular macromolecule biosynthetic process%GObp%GO:0034645,-0.4040357422619105,-1.8712859990031392,0.0,0.009541627689429372,931,23,Gcnt2;Etf1;Apoe;Eif4b;Slc35c2;Lars2;Pgap2;Eif3d;Rps29;Rpl38;Rplp1;Rpl28;Rps17;Rps26;Dars;Rpl39;Rpl35a;Rpl36;Ost4;Nop10;Rpl41;Rbm3;Rpl22l1,Eif3d;Rps29;Rpl38;Rplp1;Rpl28;Rps17;Rps26;Dars;Rpl39;Rpl35a;Rpl36;Ost4;Nop10;Rpl41;Rbm3;Rpl22l1
gene expression%GObp%GO:0010467,-0.2981444697070347,-2.0272719046291416,0.0,0.009541627689429373,2184,36,Jund;Stat1;Tspan32;Ltb;H2-Eb1;H2-Ab1;Etf1;Apoe;Eif4b;Nfe2;Foxp1;Pabpn1;Lars2;Cbfa2t3;Nfkb1;Eif3d;Rps29;Rpl38;Snrpd2;Hnrnpd;Rplp1;Rpl28;Sem1;Snrpe;Rps17;Rps26;Dars;Rpl39;Rpl35a;Rpl36;Rps25;Nop10;Rpl41;Rbm3;Rpl22l1;Snrpf,Rps29;Rpl38;Snrpd2;Hnrnpd;Rplp1;Rpl28;Sem1;Snrpe;Rps17;Rps26;Dars;Rpl39;Rpl35a;Rpl36;Rps25;Nop10;Rpl41;Rbm3;Rpl22l1;Snrpf
regulation of cell population proliferation%GObp%GO:0042127,0.3874916553085407,2.110556010271755,0.0,0.009648280784661203,1759,23,Jund;Cd74;Stat1;Gcnt2;Hmgcr;Mpl;Tspan32;Hipk1;Ndrg1;H2-Ab1;Apoe;Tsc22d1;Nfe2;Ptprc;Foxp1;Akirin2;Cbfa2t3;Camk2d;Smarca2;Atpif1;Rps15a;S100a11;Pdcd4,Jund;Cd74;Stat1;Gcnt2;Hmgcr;Mpl;Tspan32;Hipk1;Ndrg1;H2-Ab1;Apoe;Tsc22d1;Nfe2;Ptprc;Foxp1;Akirin2
positive regulation of immune system process%GObp%GO:0002684,0.4828167368770034,2.1137495364861225,0.0,0.009992862241256246,1034,18,Trim12a;H2-Q7;Jund;Cd74;Mpl;H2-Q6;H2-Eb1;H2-Ab1;Trim56;Ptprc;H2-Q4;H2-K1;Foxp1;Akirin2;H2-T23;H2-T22;Myb;Lgals1,Trim12a;H2-Q7;Jund;Cd74;Mpl;H2-Q6;H2-Eb1;H2-Ab1;Trim56;Ptprc;H2-Q4;H2-K1;Foxp1;Akirin2
cellular biosynthetic process%GObp%GO:0044249,-0.27696420437540237,-1.9116867261842623,0.0,0.010223172524388613,2093,36,Idi1;Jund;Cd74;Stat1;Gcnt2;Hmgcr;Etf1;Apoe;Eif4b;Cers4;Slc35c2;Lars2;Pgap2;Cbfa2t3;Fdps;Eif3d;Atpif1;Rps29;Rpl38;Hnrnpd;Rplp1;Rpl28;Rps17;Rps26;Dars;Rpl39;Rpl35a;Rpl36;Ost4;Atp5j2;Nop10;Atp5e;Rpl41;Rbm3;Alad;Rpl22l1,Eif3d;Atpif1;Rps29;Rpl38;Hnrnpd;Rplp1;Rpl28;Rps17;Rps26;Dars;Rpl39;Rpl35a;Rpl36;Ost4;Atp5j2;Nop10;Atp5e;Rpl41;Rbm3;Alad;Rpl22l1
positive regulation of cellular process%GObp%GO:0048522,0.3659045421181149,2.1325410212319023,0.0,0.010362968250191663,6069,58,Trim12a;H2-Q7;Jund;Tgm2;Cd74;Stat1;Gcnt2;Hmgcr;Wdfy1;Mpl;Hipk1;H2-Q6;H2-Eb1;H2-Ab1;Osbpl8;Lmo2;Apoe;Trim56;Hlf;Tsc22d1;Cyp51;Pcnt;Akap13;Trim34a;Nfe2;Ptprc;Rap1b;Tnfsf10;H2-Q4;H2-K1;Foxp1;Akirin2;Usp8;Slc35c2;Cbfa2t3;Madd;Nfkb1;Ldlr;Fdps;Camk2d;H2-T23;Dtx3l;Ddb1;H2-T22;Mcl1;Myb;Smarca2;Eif3d;Eps8;Atpif1;Rps29;Rps15a;Hnrnpd;Hint1;Lgals1;S100a11;Rbm3;Pdcd4,Trim12a;H2-Q7;Jund;Tgm2;Cd74;Stat1;Gcnt2;Hmgcr;Wdfy1;Mpl;Hipk1;H2-Q6;H2-Eb1;H2-Ab1;Osbpl8;Lmo2;Apoe;Trim56;Hlf;Tsc22d1;Cyp51;Pcnt;Akap13;Trim34a;Nfe2;Ptprc;Rap1b;Tnfsf10;H2-Q4;H2-K1;Foxp1;Akirin2;Usp8;Slc35c2;Cbfa2t3;Madd;Nfkb1;Ldlr;Fdps;Camk2d;H2-T23;Dtx3l
response to chemical%GObp%GO:0042221,0.39986789846551135,2.139628790785721,0.0,0.01076154395212211,4334,28,Iigp1;H2-Q7;Idi1;Jund;Tgm2;Cd74;Stat1;Gcnt2;Mpl;H2-Eb1;H2-Ab1;Ifi27;Lmo2;Trim56;Rap1b;Foxp1;Pabpn1;Akirin2;Usp8;Nfkb1;Ldlr;Mcl1;Myb;Eps8;Hnrnpd;Crip1;Alad;Pdcd4,Iigp1;H2-Q7;Idi1;Jund;Tgm2;Cd74;Stat1;Gcnt2;Mpl;H2-Eb1;H2-Ab1;Ifi27;Lmo2;Trim56
membrane-bounded organelle%GOcc%GO:0043227,0.30065995152607805,1.9226862289832694,0.0,0.010972554617849994,12185,104,Trim12a;Gdpd3;Iigp1;H2-Q7;Idi1;Jund;Prtn3;Tgm2;Cd74;Stat1;Apobec3;Ctla2a;Gcnt2;Hmgcr;Wdfy1;Mpl;Hipk1;H2-Q6;Shisa5;H2-Eb1;Ndrg1;Slc2a3;H2-Ab1;Ifi27;Psmb8;Rabac1;Osbpl8;Lmo2;Apoe;Trim56;Hlf;Tsc22d1;Cyp51;Pcnt;Akap13;Cers4;Trim34a;Nfe2;H2-Q4;Chic2;H2-K1;Foxp1;Pabpn1;Sptan1;Akirin2;Usp8;Nufip2;Slc35c2;Lars2;Sugt1;Pgap2;Cbfa2t3;Madd;Nfkb1;Ldlr;Trim47;Fdps;Uvssa;Camk2d;H2-T23;Dtx3l;0610009B22Rik;Sypl;Gon4l;Ddb1;Rab6b;H2-T22;Tpst2;Sp140;Aplp2;Mcl1;Myb;Smarca2;Atpif1;Rps29;Rps15a;Snrpd2;Cox5b;Hnrnpd;Cox8a;Rpl34;Sem1;Snrpe;Rps26;Rpl35a;Rpl36;Ost4;Rps25;Ndufa13;Atp5j2;Cox7a2;Hint1;Lgals1;Cox7b;Cbx3;S100a11;Nop10;Cox6c;Atp5e;Rpl41;Rbm3;Pdcd4;Snrpf;Echdc2,Trim12a;Gdpd3;Iigp1;H2-Q7;Idi1;Jund;Prtn3;Tgm2;Cd74;Stat1;Apobec3;Ctla2a;Gcnt2;Hmgcr;Wdfy1;Mpl;Hipk1;H2-Q6;Shisa5;H2-Eb1;Ndrg1;Slc2a3;H2-Ab1;Ifi27;Psmb8;Rabac1;Osbpl8;Lmo2;Apoe;Trim56;Hlf;Tsc22d1;Cyp51;Pcnt;Akap13;Cers4;Trim34a;Nfe2;H2-Q4;Chic2;H2-K1;Foxp1;Pabpn1;Sptan1;Akirin2;Usp8;Nufip2;Slc35c2;Lars2;Sugt1;Pgap2;Cbfa2t3;Madd;Nfkb1;Ldlr;Trim47;Fdps;Uvssa;Camk2d;H2-T23;Dtx3l;0610009B22Rik;Sypl;Gon4l;Ddb1;Rab6b;H2-T22;Tpst2;Sp140;Aplp2;Mcl1;Myb;Smarca2
regulation of localization%GObp%GO:0032879,0.40856209508065755,2.1706056882471043,0.0,0.011192005710206995,2965,22,Trim12a;Prtn3;Tgm2;Cd74;Gcnt2;Hmgcr;Ifi27;Osbpl8;Apoe;Cyp51;Pcnt;Trim34a;Ptprc;Rap1b;Foxp1;Usp8;Madd;Camk2d;Dtx3l;Atpif1;S100a11;Arhgdib,Trim12a;Prtn3;Tgm2;Cd74;Gcnt2;Hmgcr;Ifi27;Osbpl8;Apoe;Cyp51;Pcnt;Trim34a;Ptprc;Rap1b;Foxp1;Usp8
RNA binding%GOmf%GO:0003723,-0.4393262339238506,-1.7891446718187638,0.0,0.011225444340505146,1212,16,Apobec3;Etf1;Eif4b;Pabpn1;Nufip2;Eif3d;Hnrnpd;Snrpe;Rps26;Dars;Nop10;Rpl41;Rbm3;Pdcd4;Rpl22l1;Snrpf,Snrpe;Rps26;Dars;Nop10;Rpl41;Rbm3;Pdcd4;Rpl22l1;Snrpf
regulation of developmental process%GObp%GO:0050793,0.48020704582516355,2.1725104300068057,0.0,0.01165833928146562,2682,20,Jund;Tgm2;Cd74;Stat1;Ctla2a;Gcnt2;Hmgcr;Mpl;Lmo2;Apoe;Cyp51;Nfe2;Gpr171;Ptprc;Foxp1;Ldlr;Fdps;Myb;Eps8;Pdcd4,Jund;Tgm2;Cd74;Stat1;Ctla2a;Gcnt2;Hmgcr;Mpl;Lmo2;Apoe;Cyp51;Nfe2;Gpr171;Ptprc
cellular aromatic compound metabolic process%GObp%GO:0006725,-0.32087221833761587,-1.7892892151736701,0.0,0.011927034611786716,2496,28,Jund;Stat1;Apobec3;Hmgcr;Etf1;Foxp1;Pabpn1;Lars2;Cbfa2t3;Uvssa;Dtx3l;Ddb1;Atpif1;Snrpd2;Hnrnpd;Sem1;Snrpe;Rps17;Dars;Rpl35a;Rps25;Atp5j2;Hint1;Nop10;Atp5e;Rbm3;Alad;Snrpf,Sem1;Snrpe;Rps17;Dars;Rpl35a;Rps25;Atp5j2;Hint1;Nop10;Atp5e;Rbm3;Alad;Snrpf
developmental process%GObp%GO:0032502,0.33523772913863625,2.1878643100462627,0.0,0.01216522359805108,5960,44,H2-Q7;Jund;Prtn3;Tgm2;Cd74;Stat1;Apobec3;Hmgcr;Mpl;Hipk1;Ltb;Ndrg1;H2-Ab1;Psmb8;Osbpl8;Lmo2;Apoe;Hlf;Pcnt;Akap13;Nfe2;Ptprc;Rap1b;H2-K1;Foxp1;Akirin2;Cbfa2t3;Nfkb1;Ldlr;Camk2d;H2-T23;0610009B22Rik;Gon4l;Aplp2;Mcl1;Myb;Smarca2;Atpif1;Rpl38;Cks2;Lgals1;Cox7b;S100a11;Pdcd4,H2-Q7;Jund;Prtn3;Tgm2;Cd74;Stat1;Apobec3;Hmgcr;Mpl;Hipk1;Ltb;Ndrg1;H2-Ab1;Psmb8;Osbpl8;Lmo2;Apoe;Hlf;Pcnt;Akap13;Nfe2;Ptprc;Rap1b
regulation of biological process%GOmf%GO:0050789,0.3943011451822409,1.8667943386568042,0.0,0.012718188307053404,4050,27,Trim12a;Jund;Cd74;Stat1;Mpl;Hipk1;Ltb;Etf1;Lmo2;Hlf;Tsc22d1;Akap13;Eif4b;Nfe2;Gpr171;Tnfsf10;Foxp1;Akirin2;Cbfa2t3;Nfkb1;Gon4l;Aplp2;Myb;Smarca2;Eif3d;Rplp1;Cks2,Trim12a;Jund;Cd74;Stat1;Mpl;Hipk1;Ltb;Etf1;Lmo2;Hlf;Tsc22d1;Akap13;Eif4b;Nfe2;Gpr171;Tnfsf10;Foxp1;Akirin2
response to other organism%GObp%GO:0051707,0.49025887470581436,2.2067977366509655,0.0,0.012718188307053404,1575,23,Trim12a;Iigp1;H2-Q7;Cd74;Stat1;Apobec3;Tspan32;H2-Eb1;H2-Ab1;Ifi27;Trim56;Trim34a;Ptprc;Rgs1;H2-K1;Foxp1;Pabpn1;Akirin2;Nfkb1;Dtx3l;Rps15a;Rpl39;Pdcd4,Trim12a;Iigp1;H2-Q7;Cd74;Stat1;Apobec3;Tspan32;H2-Eb1;H2-Ab1;Ifi27;Trim56;Trim34a;Ptprc;Rgs1;H2-K1;Foxp1;Pabpn1;Akirin2
positive regulation of signaling%GObp%GO:0023056,0.41679916150634233,1.872484097600771,0.0,0.01295371031273958,1921,22,Trim12a;Cd74;Gcnt2;Hmgcr;Wdfy1;Osbpl8;Apoe;Trim56;Akap13;Trim34a;Ptprc;Rap1b;Tnfsf10;Foxp1;Usp8;Slc35c2;Madd;Nfkb1;Camk2d;Mcl1;Hint1;Pdcd4,Trim12a;Cd74;Gcnt2;Hmgcr;Wdfy1;Osbpl8;Apoe;Trim56;Akap13;Trim34a;Ptprc;Rap1b;Tnfsf10;Foxp1;Usp8;Slc35c2;Madd;Nfkb1
regulation of molecular function%GObp%GO:0065009,0.42020283748970955,1.8750770259803375,0.0,0.013198119941281831,2645,23,Trim12a;Prtn3;Cd74;Stat1;Hmgcr;Hipk1;Psmb8;Osbpl8;Apoe;Akap13;Trim34a;Ptprc;Tnfsf10;Rgs1;Pabpn1;Akirin2;Nfkb1;Camk2d;Dtx3l;Aplp2;Eif3d;Atpif1;Hnrnpd,Trim12a;Prtn3;Cd74;Stat1;Hmgcr;Hipk1;Psmb8;Osbpl8;Apoe;Akap13;Trim34a;Ptprc;Tnfsf10;Rgs1;Pabpn1;Akirin2
heterocycle metabolic process%GObp%GO:0046483,-0.32087221833761587,-1.7527686166670926,0.0,0.013252260679763017,2420,28,Jund;Stat1;Apobec3;Hmgcr;Etf1;Foxp1;Pabpn1;Lars2;Cbfa2t3;Uvssa;Dtx3l;Ddb1;Atpif1;Snrpd2;Hnrnpd;Sem1;Snrpe;Rps17;Dars;Rpl35a;Rps25;Atp5j2;Hint1;Nop10;Atp5e;Rbm3;Alad;Snrpf,Sem1;Snrpe;Rps17;Dars;Rpl35a;Rps25;Atp5j2;Hint1;Nop10;Atp5e;Rbm3;Alad;Snrpf
positive regulation of molecular function%GObp%GO:0044093,0.5244929162222647,2.2134067859362396,0.0,0.013323816321674994,1491,17,Trim12a;Prtn3;Cd74;Stat1;Hipk1;Osbpl8;Apoe;Akap13;Trim34a;Ptprc;Tnfsf10;Rgs1;Pabpn1;Akirin2;Dtx3l;Eif3d;Hnrnpd,Trim12a;Prtn3;Cd74;Stat1;Hipk1;Osbpl8;Apoe;Akap13;Trim34a;Ptprc;Tnfsf10;Rgs1;Pabpn1;Akirin2
